hash,author,date,repo,subject,project,confidence,automated
0aabda4e1e214ad92345d63c3283321015d628f1,GitHub Action,2025-12-10T09:33:32+00:00,softwarecatalog,Bump version to 0.1.126,14283/119/02,low,true
78e6f194ebaaed0511c580576f40e7893f5c3c5d,Robert Zondervan,2025-12-10T10:26:02+01:00,softwarecatalog,Merge pull request #143 from ConductionNL/hotfix/hardening,14283/119/02,low,true
f6073127325521972ce8476b8ab5d2d3dde3a573,Robert Zondervan,2025-12-10T08:55:55+01:00,softwarecatalog,Hardening of gebruik endpoints,14283/119/02,low,false
7bee29333ce7e1f45fa5cfb2518b56448021a6ee,GitHub Action,2025-12-08T14:07:27+00:00,softwarecatalog,Bump version to 0.1.125,14283/119/02,low,true
3f59fe0cf3cc2307b3135b6a79c1d6b7ca2bc260,Robert Zondervan,2025-12-08T15:07:13+01:00,softwarecatalog,Merge pull request #142 from ConductionNL/hotfix/aanbodendpoint,14283/119/02,low,true
8d6566aeef6565a1d5ba73beca95dbed48d283ae,Robert Zondervan,2025-12-08T15:04:59+01:00,softwarecatalog,Hotfix the hotfix,14283/119/02,low,false
ede652a039b10f55c7c09d6a8509d0dbdc064621,GitHub Action,2025-12-08T13:37:41+00:00,softwarecatalog,Bump version to 0.1.124,14283/119/02,low,true
4cb79d0552994ed06408beb75af5489db33f194e,Robert Zondervan,2025-12-08T14:37:29+01:00,softwarecatalog,Merge pull request #141 from ConductionNL/hotfix/aanbodendpoint,14283/119/02,low,true
9d8d9eb3b0d66796907321ef7cda511962f5baba,Ruben van der Linde,2025-12-08T14:36:19+01:00,softwarecatalog,Remove check for register and schema,14283/119/02,medium,false
e54980dc1d8aff3a3bd3014f0b58ab2f9b55f369,GitHub Action,2025-12-08T11:12:35+00:00,softwarecatalog,Bump version to 0.1.123,14283/119/02,low,true
92f0f3b57d222d2f0a8b9de2a4da9a80bd506521,Ruben van der Linde,2025-12-08T12:12:25+01:00,softwarecatalog,Merge pull request #140 from ConductionNL/hotfix/aanbodendpoint,14283/119/02,low,true
b531edc430d046a56f08d9a79e3ae1386d2dfe15,Ruben van der Linde,2025-12-08T12:11:21+01:00,softwarecatalog,Lets get a new more abstract setup,14283/119/02,low,false
c7f3408b3147fc2478660b7ce3cb75c361d26938,Ruben van der Linde,2025-12-08T11:44:32+01:00,softwarecatalog,Exluding own organisation,14283/120/01,high,false
5b437bb16cadd62e4d48a5d8bcc8f5903d661518,GitHub Action,2025-12-08T09:57:44+00:00,softwarecatalog,Bump version to 0.1.122,14283/119/02,low,true
2a66186d129bbd208f9e3ee083a953cee445df93,Ruben van der Linde,2025-12-08T10:57:34+01:00,softwarecatalog,Merge pull request #139 from ConductionNL/hotfix/aanbodendpoint,14283/119/02,low,true
c7bfb36aa32e783e89778d2540e71a19b1e09435,Ruben van der Linde,2025-12-08T10:31:31+01:00,softwarecatalog,Hotfix voor aanamen / afwijzen van aanbod,14283/119/02,low,false
0ac11e0e5f6c923826fcf15f19e3b33cca1606f1,Ruben van der Linde,2025-12-08T10:22:44+01:00,softwarecatalog,Merge remote-tracking branch 'origin/main' into hotfix/aanbodendpoint,14283/119/02,low,true
9dde6b2309532e82d525422d7cea860e8545296b,GitHub Action,2025-12-05T15:07:35+00:00,softwarecatalog,Bump version to 0.1.121,14283/119/02,low,true
b31f7c862d00fbb94c97033c6b9d58ef25bc0019,Remko Huisman,2025-12-05T16:07:24+01:00,softwarecatalog,Merge pull request #137 from ConductionNL/hotfix/aanbodendpoint,14283/119/02,low,true
f559a3480d87dba2e380e2298d40aa42afce17d1,GitHub Action,2025-12-05T14:55:40+00:00,softwarecatalog,Bump version to 0.1.120,14283/119/02,low,true
db974b8dee640b330ba6a221a3a815955fc2c1d7,Robert Zondervan,2025-12-05T15:55:26+01:00,softwarecatalog,Merge pull request #138 from ConductionNL/hotfix/gebruiks-endpoints,14283/119/02,low,true
99492cc35c5c174ff3ecff1575dd6716a868c1a4,GitHub Action,2025-12-05T14:50:19+00:00,softwarecatalog,Bump version to 0.1.119,14283/119/02,low,true
f2a81581bcd22955d9b15b70328bb1eb4c850d4d,Remko Huisman,2025-12-05T15:50:09+01:00,softwarecatalog,Merge pull request #136 from ConductionNL/feature/update-module-versies,14283/119/02,high,true
5569e87cae5c245dcc5e1e10f383be9d335eb7b9,Robert Zondervan,2025-12-05T15:50:07+01:00,softwarecatalog,Fixes from test,14283/119/02,low,false
62f0d6c092db740f7b74b2e0e314af6e6f80af1d,Robert Zondervan,2025-12-05T15:31:30+01:00,softwarecatalog,Fix error when org has no applications,14283/120/02,medium,false
c69099ebc2ff8249475333aef6688ececf9e9150,Ruben van der Linde,2025-12-05T15:21:13+01:00,softwarecatalog,Yolo,14283/119/02,low,false
d621fc101adf4eae9a74351457ba7bdd6246c90a,Remko,2025-12-05T14:39:53+01:00,softwarecatalog,Updated visible text from module to applicatie,14283/119/02,high,false
72429ca1605966c47ee5c95207ca8f152136b1a0,GitHub Action,2025-12-05T13:39:41+00:00,softwarecatalog,Bump version to 0.1.118,14283/119/02,low,true
07f0f5098703e318f774e58c4a215a4f7a5f4d92,Remko Huisman,2025-12-05T14:39:28+01:00,softwarecatalog,Merge pull request #135 from ConductionNL/feature/update-module-versies,14283/119/02,high,true
d61076ec7264001e9668a02480ad4d3e14170298,Remko,2025-12-05T14:30:50+01:00,softwarecatalog,Update softwarecatalogus_register,14283/119/02,high,false
e0851277e0d5a5e98048504af2724320c042f3bd,Remko,2025-12-05T14:30:09+01:00,softwarecatalog,Merge remote-tracking branch 'origin/main' into feature/update-module-versies,14283/119/02,high,true
eb3ed6d7152bf988aed6aca22fce5226b744d904,GitHub Action,2025-12-05T13:00:30+00:00,softwarecatalog,Bump version to 0.1.117,14283/119/02,low,true
e92d7af03560109df04b1effe9eec748e09d6abc,Robert Zondervan,2025-12-05T14:00:18+01:00,softwarecatalog,Merge pull request #134 from ConductionNL/hotfix/gebruiks-endpoints,14283/119/02,low,true
9ee1717ce667b2e8eed785b8aa51ba4ad3bd918c,Robert Zondervan,2025-12-05T13:59:52+01:00,softwarecatalog,Yet another style fix,14283/119/02,low,false
4875fa0b12d3893b5607fccd7238018acb8debb4,Robert Zondervan,2025-12-05T13:56:32+01:00,softwarecatalog,Style fix,14283/119/02,low,false
1b1c10a18ec4d4d181383190af4bcaffd65be61a,Robert Zondervan,2025-12-05T13:55:00+01:00,softwarecatalog,"Corrected use of endpoints, added deelnemers-endpoint",14283/119/02,low,false
f9aa7c0508ce6031546b80649e127300df489ddb,GitHub Action,2025-12-05T10:58:45+00:00,softwarecatalog,Bump version to 0.1.116,14283/119/02,low,true
eea6508e7be2b154511d59e3fa0b17b3214e71fc,Robert Zondervan,2025-12-05T11:58:32+01:00,softwarecatalog,Merge pull request #133 from ConductionNL/hotfix/gebruiks-endpoints,14283/119/02,low,true
5b0f023861f3fcd1d7a32188f95125f496232368,Robert Zondervan,2025-12-05T11:40:36+01:00,softwarecatalog,Create endpoints for gebruik,14283/119/02,low,false
e6fb44e943d5cab74ab4469e3bb2a4b3e993caa3,GitHub Action,2025-12-04T14:07:08+00:00,softwarecatalog,Bump version to 0.1.115,14283/119/02,low,true
3138c9b04910d3a0dab9f9a0ed9fd297e9762c5f,Robert Zondervan,2025-12-04T15:06:56+01:00,softwarecatalog,Merge pull request #132 from ConductionNL/fix/VSC-430/Fix-create-user-flow,14283/120/01,medium,true
7f0ca61496056695fedd90a09d9813219e14ae05,Robert Zondervan,2025-12-04T13:23:20+01:00,softwarecatalog,Fix creating the user by assigning the user to the appropriate organisation,14283/120/01,high,false
01da6aea998157631aecbcd05389d7a61253b3c9,Ruben van der Linde,2025-12-03T15:50:26+01:00,softwarecatalog,Fixing the background checks,14283/120/02,high,false
d0aca98fc739189a3168441e1c9b792e17983bf4,Ruben van der Linde,2025-12-03T14:06:51+01:00,softwarecatalog,Merge remote-tracking branch 'origin/main' into development,14283/119/02,low,true
81b5472a6d33deee24e464c3a405a37619de7722,GitHub Action,2025-11-28T11:44:48+00:00,softwarecatalog,Bump version to 0.1.114,14283/119/02,low,true
8c4972cbb287c81007e2c13a431df87a01a0ce6e,Remko Huisman,2025-11-28T12:44:35+01:00,softwarecatalog,Merge pull request #130 from ConductionNL/feature/update-module-versies,14283/119/02,high,true
20aef8224fc205bb49580ac8d9256511e5823904,Remko,2025-11-28T12:01:56+01:00,softwarecatalog,Fixed dienst not setting relation,14283/119/02,low,false
f3b22d7d2c2163063457d92af1959d647a21d1b1,GitHub Action,2025-11-28T08:41:59+00:00,softwarecatalog,Bump version to 0.1.113,14283/119/02,low,true
d58f5d8463a06af5781cd77f766a3a741f00c0be,Remko Huisman,2025-11-28T09:41:45+01:00,softwarecatalog,Merge pull request #129 from ConductionNL/feature/update-module-versies,14283/119/02,high,true
604480a499e1c3ecfbb29c5d780b0c439a863c7b,Remko,2025-11-28T09:21:38+01:00,softwarecatalog,Added inversed by to moduleVersie on module,14283/119/02,high,false
e5c6291808ce48fa713d7e7aa2b84d101697c63a,Ruben van der Linde,2025-11-24T13:51:09+01:00,softwarecatalog,Fixing some backend logging errors,14283/120/02,medium,false
b977f9944709298cbbd0e09df70b0195e1cf0583,GitHub Action,2025-11-15T15:41:02+00:00,softwarecatalog,Bump version to 0.1.112,14283/119/02,low,true
4343d8a17c5e4759d54f5f905cb6e6bbebccb4cb,Ruben van der Linde,2025-11-15T16:40:51+01:00,softwarecatalog,Merge pull request #128 from ConductionNL/development,14283/119/02,low,true
94e8e473b21a7690811738ef347be599ac910f14,Ruben van der Linde,2025-11-15T16:40:24+01:00,softwarecatalog,Testing other open register routes,14283/119/02,medium,false
a117a8af3abd856c7e25645abc9b6381fca2ea5f,Ruben van der Linde,2025-11-15T16:38:27+01:00,softwarecatalog,Merge remote-tracking branch 'origin/main' into development,14283/119/02,low,true
d85f4c4fdb89458188ab6fa59c4380d24149b480,GitHub Action,2025-11-15T14:32:16+00:00,softwarecatalog,Bump version to 0.1.111,14283/119/02,low,true
7b5d662fcf149ac4ad4a3ec34ef99f614853812d,Ruben van der Linde,2025-11-15T15:32:03+01:00,softwarecatalog,Merge pull request #126 from ConductionNL/development,14283/119/02,low,true
b5cb730d81bd19e8f3e8ce5a54b463230fcabb9f,Ruben van der Linde,2025-11-15T15:31:49+01:00,softwarecatalog,Let keep the old file as backup,14283/119/02,low,false
42f586cd666d97987d72baf688dc357f8f076c00,Ruben van der Linde,2025-11-15T15:29:54+01:00,softwarecatalog,Rename the config file,14283/120/01,low,false
1484ca71788f4e0b68655d857f3d08ee9fc50933,GitHub Action,2025-11-14T14:01:14+00:00,softwarecatalog,Bump version to 0.1.110,14283/119/02,low,true
a3d2a8628cb077e1977051fbd858ce446c92d8e6,Ruben van der Linde,2025-11-14T15:01:04+01:00,softwarecatalog,Merge pull request #125 from ConductionNL/development,14283/119/02,low,true
fa3d9a1fdc9a6a28bc1b8c7e89b70b6d68d3a8bd,Ruben van der Linde,2025-11-14T15:00:15+01:00,softwarecatalog,Lets test the new configuration route,14283/119/02,low,false
9bd48050727e2856b574fdc77075dfdd3df030f3,GitHub Action,2025-11-06T15:23:14+00:00,softwarecatalog,Bump version to 0.1.109,14283/119/02,low,true
49cca57c3ab0ed494a9b27a99c9ef2fdc80a9d30,Ruben van der Linde,2025-11-06T16:23:03+01:00,softwarecatalog,Merge pull request #124 from ConductionNL/development,14283/119/02,low,true
d3304e9bee5b43b5fcff7a00e28d2a8b8f47d429,Ruben van der Linde,2025-11-06T14:39:43+01:00,softwarecatalog,Merge pull request #123 from ConductionNL/feature/dataverkenning,14283/119/02,low,true
0f5a02930e544975cc8bf21c01aec52a0af876d9,Ruben van der Linde,2025-11-06T14:39:09+01:00,softwarecatalog,Lets up the schemas,14283/119/02,medium,false
e2e53d751cab942c4fbb6631c2beb62f64567e81,Ruben van der Linde,2025-11-05T12:40:31+01:00,softwarecatalog,Updating the registers with the new schema specs,14283/119/02,medium,false
ea304683540e88b1efb589256cae29b2031ab7a3,GitHub Action,2025-11-05T07:52:55+00:00,softwarecatalog,Bump version to 0.1.108,14283/119/02,low,true
0181803b0a8e28ef4ffb476b4ab81bb6ac91ebcc,Remko Huisman,2025-11-05T08:52:42+01:00,softwarecatalog,Merge pull request #122 from ConductionNL/koppeling-change,14283/119/02,low,true
d3cd5b240cd17fadb3776b89e6acfbfcc280cebc,Remko,2025-11-03T16:18:27+01:00,softwarecatalog,Updated moduleB to ensure that it can be a module or a element,14283/119/02,high,false
1036654f80b8490d8865d5f1b747ac65b6a23b7c,GitHub Action,2025-10-30T10:20:39+00:00,softwarecatalog,Bump version to 0.1.107,14283/119/02,low,true
8e7eaf7ac75bc3b588c86bc9d08f9615f93ffced,Ruben van der Linde,2025-10-30T11:20:26+01:00,softwarecatalog,Merge pull request #121 from ConductionNL/development,14283/119/02,low,true
919697e96ce46798b96a64508fd4e8242244347b,Ruben van der Linde,2025-10-30T11:16:32+01:00,softwarecatalog,Lets properly setup the new endpoint for koppelingen and gebruik,14283/119/02,low,false
57d3797acf5d6e104999629494454ad8f26d5184,GitHub Action,2025-10-28T06:47:17+00:00,softwarecatalog,Bump version to 0.1.106,14283/119/02,low,true
db15a27aef62b76bae5f649757c4170a7fd3bd1b,Ruben van der Linde,2025-10-28T07:47:07+01:00,softwarecatalog,Merge pull request #120 from ConductionNL/development,14283/119/02,low,true
32363d688f0c23cc907619e507cf24b4da1fc6f6,Ruben van der Linde,2025-10-28T07:37:43+01:00,softwarecatalog,Merge remote-tracking branch 'origin/development' into development,14283/119/02,low,true
a1044a7762e74aed9ba28b2d556441202f0a697e,Ruben van der Linde,2025-10-28T07:37:31+01:00,softwarecatalog,Fixing standaarden on modules,14283/119/02,high,false
9cebca2de877930a2ec2af6898b0665176ae427a,GitHub Action,2025-10-27T15:28:21+00:00,softwarecatalog,Bump version to 0.1.105,14283/119/02,low,true
1b475d3d6394594d6381ac1d72925b980a63c099,Remko Huisman,2025-10-27T16:28:08+01:00,softwarecatalog,Merge pull request #119 from ConductionNL/development,14283/119/02,low,true
5cb91efbfa008eecae3b3c0b868b7ab34cba7c14,Remko,2025-10-27T16:23:28+01:00,softwarecatalog,cleanup,14283/119/02,low,false
14a779ae5f5290bcde395cc1e99397fcefa397c7,Remko,2025-10-27T16:22:40+01:00,softwarecatalog,Added url to complianc and made dienst type required,14283/119/02,low,false
ab39fd66c9fad1580accc79a89b6bee3e305a660,Ruben van der Linde,2025-10-17T12:33:03+02:00,softwarecatalog,Lets add a test,14283/119/02,low,false
0b95549c593fddf089a8828c2b514a7a5544996d,GitHub Action,2025-10-15T05:49:18+00:00,softwarecatalog,Bump version to 0.1.104,14283/119/02,low,true
ebf213f415298bc6aa7985419f783482eacaae3f,Ruben van der Linde,2025-10-15T07:49:06+02:00,softwarecatalog,Merge pull request #118 from ConductionNL/development,14283/119/02,low,true
bdf3bafffc4f7e1dbaf4798881fe3c0f2c6616d6,Ruben van der Linde,2025-10-15T07:48:25+02:00,softwarecatalog,Fix adding the user to the correct organisation,14283/120/01,high,false
78e8246bf6288b74c5f4d1f754b1120b8c0a03c4,GitHub Action,2025-10-14T11:04:10+00:00,softwarecatalog,Bump version to 0.1.103,14283/119/02,low,true
9e33520d287b7913275160850b8b411bf61aacce,Ruben van der Linde,2025-10-14T13:03:57+02:00,softwarecatalog,Merge pull request #117 from ConductionNL/development,14283/119/02,low,true
b40bf8d6a7736f0e420cdaf97906761fb1fe21bf,Ruben van der Linde,2025-10-14T09:26:25+02:00,softwarecatalog,Lets make the type properties facatable,14283/119/02,low,false
cb0a7753a0b9eb7b8eaf410a7e1b5e259102d2a8,GitHub Action,2025-10-11T20:17:56+00:00,softwarecatalog,Bump version to 0.1.102,14283/119/02,low,true
234a24c469c10395669a2fca4906303bbf5f1aa0,Ruben van der Linde,2025-10-11T22:17:45+02:00,softwarecatalog,Merge pull request #116 from ConductionNL/development,14283/119/02,low,true
b0aeba395288d7c182a35c4ddbf007a9316f41b0,Ruben van der Linde,2025-10-11T22:17:22+02:00,softwarecatalog,Fixing gebruik,14283/119/02,low,false
8d0d29ffccfa6f224975a8eacfca6dca45e65f62,GitHub Action,2025-10-10T13:22:21+00:00,softwarecatalog,Bump version to 0.1.101,14283/119/02,low,true
52ac9dca29794aaf005db6ec24f4809a57dc2082,Ruben van der Linde,2025-10-10T15:22:10+02:00,softwarecatalog,Merge pull request #115 from ConductionNL/development,14283/119/02,low,true
40cc1fd2524dc02b7f168820238a5856374230f7,Ruben van der Linde,2025-10-10T15:19:53+02:00,softwarecatalog,Correct werkend endpoint voor aangeboden gebruik,14283/119/02,low,false
1a1f6641dad3abab273726ee803bfbe8ce5a936c,GitHub Action,2025-10-08T19:17:32+00:00,softwarecatalog,Bump version to 0.1.100,14283/119/02,low,true
998e47b579e967026cc7b75fca9f1d5f0df007ce,Ruben van der Linde,2025-10-08T21:17:19+02:00,softwarecatalog,Merge pull request #114 from ConductionNL/development,14283/119/02,low,true
6471cc6a3e88950dd7a69c2b66b0a03e5dea338f,Ruben van der Linde,2025-10-08T21:16:52+02:00,softwarecatalog,Koppelscript voor compliancies,14283/119/02,low,false
dce152b42173a0b16a9d78531b1e227b3cc261e1,GitHub Action,2025-10-08T12:54:36+00:00,softwarecatalog,Bump version to 0.1.99,14283/119/02,low,true
a72dad44e6ea39aca838c2864c13ccf66a63528b,Ruben van der Linde,2025-10-08T14:54:21+02:00,softwarecatalog,Merge pull request #113 from ConductionNL/development,14283/119/02,low,true
2ad6b8528b2204245c6a969c2ea142fafb24e16e,Ruben van der Linde,2025-10-08T14:03:04+02:00,softwarecatalog,Bit more debuging on archimate,14283/120/02,low,false
a7cbd36d3fd4fdeedcdcf96e5084bd129469578f,GitHub Action,2025-10-07T12:31:50+00:00,softwarecatalog,Bump version to 0.1.98,14283/119/02,low,true
873a4fd682eea5d9aa3129ca1cf13bb18adb657f,Robert Zondervan,2025-10-07T14:31:37+02:00,softwarecatalog,Merge pull request #112 from ConductionNL/development,14283/119/02,low,true
982add57a82e53596530f32ab5f13823e8d07501,Robert Zondervan,2025-10-07T14:17:53+02:00,softwarecatalog,Fix standaarden if compliancy is not made into a related object,14283/119/02,high,false
9a95eca3c0447689fa80ee671f327139f175250b,GitHub Action,2025-10-07T05:57:24+00:00,softwarecatalog,Bump version to 0.1.97,14283/119/02,low,true
2e0cc398d545947678b28ad498da99e57664aa15,Ruben van der Linde,2025-10-07T07:57:12+02:00,softwarecatalog,Merge pull request #111 from ConductionNL/development,14283/119/02,low,true
81e8774d583f1839f7f9a4a6633b86f555cbf40e,Ruben van der Linde,2025-10-07T07:56:55+02:00,softwarecatalog,Password lengt to 10 lettters,14283/119/02,low,false
56b362afae048cff8daae08f8fde70a955ad7787,GitHub Action,2025-10-07T05:48:26+00:00,softwarecatalog,Bump version to 0.1.96,14283/119/02,low,true
d5333f61fe6752ca1b0ae02f68b461e229b54c2c,Ruben van der Linde,2025-10-07T07:48:11+02:00,softwarecatalog,Merge pull request #110 from ConductionNL/development,14283/119/02,low,true
2fd93fb9a5ef61724f28aedc79950070159f44b6,Ruben van der Linde,2025-10-07T07:47:53+02:00,softwarecatalog,Setting the proper organisation on contactpersoon,14283/120/01,high,false
2802e1e5613c2a3bff11c41a56c92f51f44e9ab2,GitHub Action,2025-10-06T21:04:04+00:00,softwarecatalog,Bump version to 0.1.95,14283/119/02,low,true
81c32c9fab44aeddfc42c0c57a61fa8023fec797,Robert Zondervan,2025-10-06T23:03:51+02:00,softwarecatalog,Merge pull request #109 from ConductionNL/development,14283/119/02,low,true
5ba4eede9404a3e591ac81c2086d05c151fec844,Robert Zondervan,2025-10-06T17:05:36+02:00,softwarecatalog,Small fixes on module standaarden,14283/119/02,high,false
862507c43030c029d6ab16e893bf4a508bc1ffa5,Ruben van der Linde,2025-10-06T14:23:13+02:00,softwarecatalog,getting all the standaarden,14283/119/02,high,false
f8910d762b711ef0d89afa3446cc119ad0b0ec7f,GitHub Action,2025-10-06T09:56:20+00:00,softwarecatalog,Bump version to 0.1.94,14283/119/02,low,true
03db3512dd73b8dbec678b81c947a5ae5d7b8e30,Ruben van der Linde,2025-10-06T11:56:08+02:00,softwarecatalog,Merge pull request #108 from ConductionNL/development,14283/119/02,low,true
15d933ce02e00492e9e88a047ef552e5bf773b59,Ruben van der Linde,2025-10-06T11:55:36+02:00,softwarecatalog,Add Gemmatype to propererties,14283/119/02,low,false
facab1b544ec9621225144e921f9076448b0862f,GitHub Action,2025-10-06T09:45:51+00:00,softwarecatalog,Bump version to 0.1.93,14283/119/02,low,true
e4adf8bbdf9a04b2d96d63f130c2b20ad8b0e848,Ruben van der Linde,2025-10-06T11:45:38+02:00,softwarecatalog,Merge pull request #107 from ConductionNL/development,14283/119/02,low,true
ad77c9265df816cb52c7b38db4eac9071b2f79e5,Ruben van der Linde,2025-10-06T11:45:12+02:00,softwarecatalog,deactivating and activating users,14283/120/01,medium,false
c0b02309fba3b6cf6028519f0340e543bacdc6dd,Ruben van der Linde,2025-10-06T07:10:02+02:00,softwarecatalog,Merge pull request #106 from ConductionNL/main,14283/119/02,low,true
8856dda42dd9154361997fb45c2a1825bb4aed05,Ruben van der Linde,2025-10-05T22:22:33+02:00,softwarecatalog,activating and deactivating users,14283/120/01,medium,false
770b8150252d87f88db35dac8fc423a114fbe77e,Ruben van der Linde,2025-10-05T22:12:44+02:00,softwarecatalog,bulk user endpint,14283/120/01,medium,false
ebd88c0292004ecb3bc785fe6f8988163e0fdbcb,GitHub Action,2025-10-05T19:07:38+00:00,softwarecatalog,Bump version to 0.1.92,14283/119/02,low,true
714c64f4eaabeba06446e27dc1ad75d744bfa546,Ruben van der Linde,2025-10-05T21:07:28+02:00,softwarecatalog,Merge pull request #105 from ConductionNL/development,14283/119/02,low,true
827f955a89aab06482d8b7be4f3ae637b58d09f3,Ruben van der Linde,2025-10-05T21:05:45+02:00,softwarecatalog,publish organisations,14283/120/01,high,false
345f93649800941641bed75120c389fcd7e67038,GitHub Action,2025-10-05T10:08:27+00:00,softwarecatalog,Bump version to 0.1.91,14283/119/02,low,true
f1fd849454ea395b44ff976d45a8983d39eeb065,Ruben van der Linde,2025-10-05T12:08:17+02:00,softwarecatalog,Merge pull request #104 from ConductionNL/development,14283/119/02,low,true
c3344a8ae7cbefbc81aef9319bce91510e14b92d,Ruben van der Linde,2025-10-05T12:06:42+02:00,softwarecatalog,Setting the propper facating and autopublish,14283/119/02,low,false
43059ae6d698316117d48c5b1815b96d566ab9b0,GitHub Action,2025-10-03T08:58:11+00:00,softwarecatalog,Bump version to 0.1.90,14283/119/02,low,true
17c506c2a55d38039d5d05cda1f3d7be0720f65e,Ruben van der Linde,2025-10-03T10:58:00+02:00,softwarecatalog,Merge pull request #103 from ConductionNL/development,14283/119/02,low,true
