hash,author,date,repo,subject,project,confidence,automated
8a675753636b5950253c58a261955602a52afabf,Ruben van der Linde,2025-12-10T12:01:31+01:00,opencatalogi,Tooling fixes,14283/119/02,low,false
95851baae1c6fadbae6c4c0f7a1aed93411adf7f,Ruben van der Linde,2025-12-10T10:57:32+01:00,opencatalogi,Merge remote-tracking branch 'origin/development' into hotfix/tooling,14283/119/02,low,true
bffa3bf9c7c1dc23b4554c9771d45c3c2eed4a29,Ruben van der Linde,2025-12-09T15:12:49+01:00,opencatalogi,Merge pull request #400 from ConductionNL/hotfix/logcatalogresult,14283/119/02,high,true
0b615719ec7e64aa923340d68fbc1153ba37250a,Ruben van der Linde,2025-12-09T14:04:41+01:00,opencatalogi,used/uses,14283/119/02,low,false
5037b7dade6d71acc70896abbb0b1b98fdf53b92,Ruben van der Linde,2025-12-09T09:27:19+01:00,opencatalogi,Merge pull request #399 from ConductionNL/hotfix/logcatalogresult,14283/119/02,high,true
fec91b09da59ab930e7ae919224e018738fe449f,Ruben van der Linde,2025-12-09T09:26:36+01:00,opencatalogi,Lets remove wrongfull source use,14283/119/02,low,false
a1a74d1b1cdbae7e6fcef34c5dfc6e4e21b07c91,Ruben van der Linde,2025-12-08T19:03:07+01:00,opencatalogi,Merge pull request #398 from ConductionNL/hotfix/logcatalogresult,14283/119/02,high,true
6c2a70e748600a673b4e2192b5bd93d8d6114c71,Barry Brands,2025-12-08T17:59:36+01:00,opencatalogi,Add sitemapIndex pagination,14283/119/02,high,false
4e24a7fd83ee177bc9b9f8fa8800d0455c6a6bf6,Barry Brands,2025-12-08T17:58:33+01:00,opencatalogi,Only map files with downloadUrl,14283/119/02,low,false
8339a86ef306c8719e6da5a845689f82be5698ab,Ruben van der Linde,2025-12-08T16:49:38+01:00,opencatalogi,Lets force database en published,14283/119/02,low,false
8e8fc64b3dd217bee3aeaa25a8b7b36b97854653,Barry Brands,2025-12-05T16:35:21+01:00,opencatalogi,SITEMAP.md update,14283/119/02,medium,false
b11c9ebb399b322eaf3ea125f54b729f494d047e,Barry Brands,2025-12-05T16:35:13+01:00,opencatalogi,Added Text and XML Response,14283/119/02,low,false
fca5f787e5e771571e1c9075cf28350cebd11234,Barry Brands,2025-12-05T16:35:01+01:00,opencatalogi,Added SitemapController and Service,14283/119/02,medium,false
695473fe078b9993e92389f07cf9b3bb7788ffca,Barry Brands,2025-12-05T16:34:41+01:00,opencatalogi,Added RobotsController,14283/119/02,medium,false
754efe300530fa1eeb82bd7fec61704421b0da81,Barry Brands,2025-12-05T16:34:24+01:00,opencatalogi,Added routes,14283/119/02,low,false
8e77b93487b16d8835f4e479fd696c9ab1051382,Ruben van der Linde,2025-12-05T14:07:20+01:00,opencatalogi,Merge pull request #397 from ConductionNL/hotfix/logcatalogresult,14283/119/02,high,true
62d3beb5b17debd89ded7ee2efb1626d116c8b03,Ruben van der Linde,2025-12-04T13:14:42+01:00,opencatalogi,Lets activate multi tenancy on used an uses,14283/120/01,high,false
192d9add5e1d26d06201d704261106703d018a8c,Barry Brands,2025-12-04T11:26:43+01:00,opencatalogi,Merge remote-tracking branch 'origin/development' into feature/robots-and-sitemaps,14283/119/02,medium,true
cdf7ba6f00c0d62286a8331c9d4592b5be9f712c,Ruben van der Linde,2025-11-28T15:03:37+01:00,opencatalogi,Merge pull request #396 from ConductionNL/hotfix/logcatalogresult,14283/119/02,high,true
fcc0bd4325fb3ae6431be8062265dc8cb65a3938,Ruben van der Linde,2025-11-28T15:00:16+01:00,opencatalogi,Lets disable rbac and multitanancy,14283/120/01,high,false
b1c3081c6800a1869371a35eab6dcbf716d8beff,Ruben van der Linde,2025-11-28T14:34:47+01:00,opencatalogi,Merge pull request #395 from ConductionNL/hotfix/logcatalogresult,14283/119/02,high,true
a00b1c4d81f55ed23019e9d9a7bfa47ece28a749,Ruben van der Linde,2025-11-28T14:32:16+01:00,opencatalogi,Lets also log if we cant finds,14283/120/02,low,false
35380ab690fe99c60d9534bb09917bf36ca24db2,Ruben van der Linde,2025-11-28T14:29:18+01:00,opencatalogi,Lets log when we cannot find a catlog,14283/120/02,low,false
5b0942ef681b52221849d9d6539185a6b0dca0fe,Ruben van der Linde,2025-11-28T14:16:52+01:00,opencatalogi,Hotfix tooling,14283/119/02,low,false
d8a2cdd06c627e51fe277bb0865a7ccb11cdf2d5,Barry Brands,2025-11-27T15:28:57+01:00,opencatalogi,Added more info for SITEMAP.md,14283/119/02,medium,false
7e34c0a382c14117ae26e29ab0bf640e60935506,Barry Brands,2025-11-27T14:30:45+01:00,opencatalogi,Added info about $DOMAIN replacement,14283/119/02,low,false
c814a31cce290a17cb891ddc6b66c35ff06f8094,Barry Brands,2025-11-17T11:33:29+01:00,opencatalogi,moved some text,14283/119/02,low,false
84041112848e36abd5b2ca3d60908f95581b5f69,Barry Brands,2025-11-17T11:31:44+01:00,opencatalogi,SITEMAP.md added,14283/119/02,medium,false
76a38b178728b5d8aabdd2d7eaf513d2a14525cd,Barry Brands,2025-11-06T17:05:14+01:00,opencatalogi,added SITEMAP.md,14283/119/02,medium,false
697fc3657b359a832d70d8a3bda4ff4b41a96e44,Barry Brands,2025-11-06T15:22:43+01:00,opencatalogi,Merge remote-tracking branch 'origin/development' into feature/robots-and-sitemap,14283/119/02,medium,true
ecb534c552bb7ccdb6b536a6cbf80ad90a085509,Ruben van der Linde,2025-11-04T15:04:35+01:00,opencatalogi,Merge branch 'feature/enhance-publication-management' into HEAD,14283/119/02,high,true
c6945291de3524326a16f824d2205dac1dc492a9,Ruben van der Linde,2025-11-04T15:03:29+01:00,opencatalogi,Propper image links,14283/119/02,low,false
14f1904d7ec52f567f35d0b715c5ecf50d38c405,Thijn,2025-11-04T14:59:16+01:00,opencatalogi,Merge pull request #393 from ConductionNL/feature/eslint-flat-config,14283/119/01,low,true
a931e4f5214aafdbb5efa1db28cdd6f0e2d49044,Ruben van der Linde,2025-11-04T14:58:50+01:00,opencatalogi,Translate instructions to english,14283/119/02,low,false
3c93c1ee9faae256da7651ce90a35959a6cbf921,Thijn,2025-11-04T14:50:43+01:00,opencatalogi,flat config,14283/120/01,low,false
0926cbe895b32175f805354cb1424f281c0f81b6,Ruben van der Linde,2025-11-04T14:47:57+01:00,opencatalogi,Merge remote-tracking branch 'origin/development' into feature/enhance-publication-management,14283/119/02,high,true
9a474d3e1932edfb992f8fb9460a07fca814567c,Thijn,2025-11-03T17:05:59+01:00,opencatalogi,Merge pull request #384 from ConductionNL/feature/OP-518/deeplinking,14283/119/02,low,true
50c0fe4cb54799fccff023ef0fce8fa8cbe4e267,Remko,2025-11-03T16:50:03+01:00,opencatalogi,Merge remote-tracking branch 'origin/development' into feature/OP-518/deeplinking,14283/119/02,low,true
675c1498d1fe908953270e1a28b90f428fb7ccde,Thijn,2025-11-03T16:01:33+01:00,opencatalogi,fixed slug change not causing refetch,14283/119/02,high,false
1a91ee4da79a3e3e82e9eb28847a501bcd536e73,GitHub Action,2025-10-31T13:11:38+00:00,opencatalogi,Bump version to 0.7.6,14283/119/02,low,true
33a34638cc78b1304c61b48b4a35d8d135324345,Robert Zondervan,2025-10-31T14:11:24+01:00,opencatalogi,Merge pull request #392 from ConductionNL/development,14283/119/02,low,true
e7f5380b403b3b07def2b31e78793feff7a3f65d,Robert Zondervan,2025-10-31T12:27:04+01:00,opencatalogi,Merge pull request #391 from ConductionNL/fix/hotfix-error,14283/120/02,medium,true
c03dc505aa314beabebf5f74c339bead0bbd2ad4,Robert Zondervan,2025-10-31T12:23:16+01:00,opencatalogi,Fix on last hotfix,14283/119/02,low,false
c31222d5cd75dbe2e05a0d9c5c251a2ea2f755f9,Barry Brands,2025-10-30T08:29:18+01:00,opencatalogi,WIP robots and sitemap,14283/119/02,medium,false
6c4c26e9af49bddcb26342865109282176017fa9,Alex,2025-10-29T12:57:57+01:00,opencatalogi,Merge pull request #386 from ConductionNL/feature/OP-519/publish-depublish-edit-labels,14283/119/02,low,true
61d120e64967e2fca099aa866656e481d320a6b1,GitHub Action,2025-10-29T09:51:41+00:00,opencatalogi,Bump version to 0.7.5,14283/119/02,low,true
4c7bdc38db186bf25ed9c3f4f68b1715245bfd0d,Robert Zondervan,2025-10-29T10:51:27+01:00,opencatalogi,Merge pull request #383 from ConductionNL/development,14283/119/02,low,true
fc5b274a344c9d6c693f21b474ebdf9add851ac5,Thijn,2025-10-28T17:53:05+01:00,opencatalogi,bunch of bug hunting,14283/119/02,low,false
bd6a737d1030b7cbc917d55caee82b915f321ae3,Thijn,2025-10-28T13:39:08+01:00,opencatalogi,Merge branch 'development' into feature/OP-518/deeplinking,14283/119/02,low,true
4d8d2784a7544838350dd71b8037ce801ad643f9,Ruben van der Linde,2025-10-28T13:36:38+01:00,opencatalogi,Reactive filter on not showing unpublished objects,14283/119/02,high,false
ae5a4479b16555ab4df9749de6cd9fd53dbf4df7,Ruben van der Linde,2025-10-28T12:09:52+01:00,opencatalogi,Merge pull request #390 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
2a15962d37c06156803b765d7d3682e279396161,Ruben van der Linde,2025-10-28T12:08:16+01:00,opencatalogi,Hotfix: tabs,14283/119/02,low,false
4ddc38d1fab74d0d5a01b12be2fcc0952eecf420,Ruben van der Linde,2025-10-28T11:43:52+01:00,opencatalogi,Merge pull request #389 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
0ba2c3b83f2b535d3bf927f6104b14894f9d921d,Ruben van der Linde,2025-10-28T11:42:35+01:00,opencatalogi,Hotfix for catalogi filtering,14283/119/02,high,false
e9830b0662fdd4eaaa1825b5b5c8e23e0b17bdb3,Ruben van der Linde,2025-10-28T09:32:40+01:00,opencatalogi,Merge pull request #388 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
a2deaeecf040b8d7f405f989bda7fbd519fd1cc2,Ruben van der Linde,2025-10-28T09:30:27+01:00,opencatalogi,Trying to fix the uses endpoint,14283/119/02,low,false
42b74b66ddcfbf0333d0158b5775b8a2dfaef939,Ruben van der Linde,2025-10-27T21:50:23+01:00,opencatalogi,Merge pull request #387 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
df78ded21bfc4363874f0ee8cdd95a6d90cbfb25,Ruben van der Linde,2025-10-27T21:49:36+01:00,opencatalogi,Fix on published,14283/119/02,low,false
744a4912b55768560bf0bf03275faf7d88037679,Alex Rekachynskyi,2025-10-27T15:14:12+01:00,opencatalogi,fixes,14283/119/02,low,false
b68ab006012c47bf4a503d3da55698097c6a7055,Alex Rekachynskyi,2025-10-27T12:06:59+01:00,opencatalogi,possible fix for layering,14283/119/02,low,false
57f8d3528a2fcb4f500900b9ecd8ed6844e9d571,Alex Rekachynskyi,2025-10-27T11:47:20+01:00,opencatalogi,tags update plus counter,14283/119/02,low,false
fec5177284ab95cbdf1a2259cbc6a70775943040,Ruben van der Linde,2025-10-27T10:00:08+01:00,opencatalogi,Merge pull request #385 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
3dd289ae57af2c51d3b6497885646d4ab07ccfde,Ruben van der Linde,2025-10-27T09:58:57+01:00,opencatalogi,Hotfix: making pages visable,14283/119/02,low,false
17620b9c568f3279c321ada0b7b9e03335d3a19c,Ruben van der Linde,2025-10-26T19:53:11+01:00,opencatalogi,Merge remote-tracking branch 'origin/development' into feature/enhance-publication-management,14283/119/02,high,true
a61b4c2e235a0b644b3f04922f07728321e08ab6,Remko,2025-10-24T16:04:51+02:00,opencatalogi,Package.json format,14283/119/02,low,false
1f279c2a118ba46185b52c19207d13984b6d8054,Thijn,2025-10-24T15:59:02+02:00,opencatalogi,deeplinking should be finished,14283/119/02,low,false
ead407b3cb6ca2bbcfb334dc1427a111306e589b,Alex,2025-10-24T13:15:53+02:00,opencatalogi,Merge pull request #381 from ConductionNL/feature/OP-519/publish-depublish-edit-labels,14283/119/02,low,true
b1d257e2c760a0dc62ceb6f3756915f063522e5e,Alex Rekachynskyi,2025-10-24T13:11:51+02:00,opencatalogi,No label is back,14283/119/02,low,false
814ffb8fafdd34fd156f66e4862e4fee181f59ac,Alex Rekachynskyi,2025-10-24T12:44:41+02:00,opencatalogi,tags update,14283/119/02,low,false
3c670ee92aded912233b5f94a1a6d13b35f4fce3,Robert Zondervan,2025-10-24T11:33:19+02:00,opencatalogi,Merge pull request #382 from ConductionNL/fix/unpublished-pubs,14283/119/02,low,true
dd7779758d2f3d9feba1334a36d73487bf23ef79,Robert Zondervan,2025-10-24T11:20:04+02:00,opencatalogi,Fix showing unpublished publications,14283/119/02,high,false
6a7891098dd575d47029dcd549fd3b2d2179180e,Thijn,2025-10-23T17:01:21+02:00,opencatalogi,WIP - deeplinking,14283/119/02,low,false
fd55dc7976cf625dc83a4cf886ce6acedf2de192,Alex Rekachynskyi,2025-10-23T16:06:36+02:00,opencatalogi,Publish depublish and edit labels of attachments now work well,14283/119/02,low,false
4325e25b531e9394d22000b9a0610200c1072dc7,Ruben van der Linde,2025-10-23T11:56:44+02:00,opencatalogi,Merge pull request #380 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
5c55efebe87aaf069602600f7ebaedf6c4784b61,Ruben van der Linde,2025-10-23T11:53:14+02:00,opencatalogi,Hotfic on the catalog check,14283/119/02,high,false
3694e4eb9c7f26d38f023e02bd15edd5b092102f,Robert Zondervan,2025-10-23T10:37:27+02:00,opencatalogi,Merge pull request #379 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
616b5de0de8a77c62b43c29ed97a9fb07fddd4e7,Ruben van der Linde,2025-10-23T10:36:21+02:00,opencatalogi,Unnused facets,14283/119/02,high,false
42f1b7c181926f1b30a2db7bdae583e250262b2c,Ruben van der Linde,2025-10-22T23:36:54+02:00,opencatalogi,Merge pull request #378 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
6ff8bde30f3077f926e7baf55f351cf81da2b261,Ruben van der Linde,2025-10-22T23:36:15+02:00,opencatalogi,Route fix,14283/119/02,low,false
f7146059cf056a16f21757f95e5cff20bf860cbe,Robert Zondervan,2025-10-22T15:29:56+02:00,opencatalogi,Merge pull request #377 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
ffd3bbdb72492453ead92b5fe90134246c466f96,Ruben van der Linde,2025-10-22T08:05:24+02:00,opencatalogi,Correctly filtering for publications,14283/119/02,high,false
db93c111f09c8331850e13a9a005367a684086a4,Ruben van der Linde,2025-10-20T13:05:33+02:00,opencatalogi,Working on filtering,14283/119/02,high,false
0fd6768d279fd394a18e015896dac9bf32caba7b,Robert Zondervan,2025-10-16T13:10:39+02:00,opencatalogi,Merge pull request #376 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
da8e2d26bb6ebb43ff6c32b060d688137776a26b,Ruben van der Linde,2025-10-16T12:38:06+02:00,opencatalogi,used/uses,14283/119/02,low,false
889542202f76df04fc75de8fe5bfe352ca6ac269,Ruben van der Linde,2025-10-16T12:11:45+02:00,opencatalogi, Voorkom dat niet gepubliceerde objecten gepubliceerd worden ;),14283/119/02,low,false
3646c15ffb23f6253035512b570e0d20e946c1e0,Ruben van der Linde,2025-10-16T11:25:41+02:00,opencatalogi,Merge pull request #375 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
e385a9f27a322909e6f61abb33766f5c7facdc71,Ruben van der Linde,2025-10-16T11:23:31+02:00,opencatalogi,Remove force to index,14283/119/02,high,false
44f5c127411eaf5ed248c63ed6aa1b208bd23509,Ruben van der Linde,2025-10-15T15:55:08+02:00,opencatalogi,Merge pull request #374 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
fc29aa0509a6f80b78702c6aa982bf27952e17a5,Ruben van der Linde,2025-10-15T15:54:36+02:00,opencatalogi,Fixing used and uses,14283/119/02,low,false
b6a1cbdfd054ee339b5328c8d3234ff4b678779d,Robert Zondervan,2025-10-15T14:41:39+02:00,opencatalogi,Merge pull request #372 from ConductionNL/feature/WOO-425/stabilisation-fixes,14283/119/02,low,true
bff7ec397bbd1038c9fc24f7ff9456176c9b6ca4,Robert Zondervan,2025-10-15T11:26:23+02:00,opencatalogi,Fix PR comment Wilco,14283/119/02,low,false
57521134920263e4e815ee0a98877a4271d355f7,Ruben van der Linde,2025-10-15T11:00:58+02:00,opencatalogi,Merge pull request #373 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
be09f1cc0ad1640b464ffc48cf4c332122d4ee47,Ruben van der Linde,2025-10-15T10:59:55+02:00,opencatalogi,Lets refactor the broken fix,14283/119/01,medium,false
db019832f073e7c5d54505138b5f0b442493a702,Ruben van der Linde,2025-10-15T10:55:52+02:00,opencatalogi,Lets not extend on the index,14283/119/02,high,false
a8fbd36188225ef1869d81d8abfe487af959afe3,Ruben van der Linde,2025-10-14T12:53:33+02:00,opencatalogi,Merge pull request #371 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
e93da2fcfd66f2bb18a7d800bf9628f0b1143841,Ruben van der Linde,2025-10-14T12:53:04+02:00,opencatalogi,Lets raise the limit for finding related items,14283/119/02,low,false
14b63e889e08f72ff4d2927015920bec44b22781,Ruben van der Linde,2025-10-13T21:37:26+02:00,opencatalogi,Merge pull request #370 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
e5175344f7ae9d96297d133e006734fa1a1e2287,Ruben van der Linde,2025-10-13T21:33:12+02:00,opencatalogi,Lets only take the published objects for used and uses,14283/119/02,low,false
c192ba1c9c6eb6a4164fa7af2cdb283ae4e9e4e3,Robert Zondervan,2025-10-13T16:38:49+02:00,opencatalogi,Stabilisation fixes for new stable,14283/119/02,low,false
85e68c1329b2f514fea8d9ae51fffc7b6fb12819,Robert Zondervan,2025-10-13T14:57:33+02:00,opencatalogi,Prevent setting ZGW Catalog scheme when ZGW is installed,14283/119/02,high,false
3f5de189f13b581f4d25decd1bd6dd032baac2cc,Ruben van der Linde,2025-10-10T11:39:36+02:00,opencatalogi,Merge pull request #369 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
a045e77f65a9902ead8aeee11d128ce0c21b023f,Ruben van der Linde,2025-10-10T11:36:59+02:00,opencatalogi,Config fix,14283/120/01,low,false
abcbd0344c9f3046c4a09657481ee5d2281fcf8c,Ruben van der Linde,2025-10-09T07:08:10+02:00,opencatalogi,Merge pull request #368 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
435962026d0ad7342595fc83de47fbd07de2e76d,Ruben van der Linde,2025-10-09T07:07:41+02:00,opencatalogi,missed a spot,14283/119/02,low,false
3451436aecd5be75e0722efa67d05d3cca4efc17,Ruben van der Linde,2025-10-09T02:32:11+02:00,opencatalogi,Merge pull request #367 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
0a12d30ec3a3c71ba62f8535539e62e5e48d7c32,Ruben van der Linde,2025-10-09T02:31:40+02:00,opencatalogi,Bad hotfix,14283/119/02,low,false
c6e4ee52856810d4d56a34653c335cd506b7c91a,Ruben van der Linde,2025-10-06T07:11:31+02:00,opencatalogi,Merge pull request #366 from ConductionNL/development,14283/119/02,low,true
a6848f7b3c14e67dca272ddeeac2871213f5e9e3,Ruben van der Linde,2025-10-05T12:11:14+02:00,opencatalogi,Merge pull request #365 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
44cf98cbd82ad3722f2292c33c33a1a0d0ddc1c5,Ruben van der Linde,2025-10-05T12:03:05+02:00,opencatalogi,deleting menu items fix,14283/119/02,low,false
6275d6d79e0cda6ebac3658bd6bd81e0bf227e12,Ruben van der Linde,2025-10-05T10:11:31+02:00,opencatalogi,Getting the menus changable again,14283/119/02,low,false
d719d4256d10fd95692ad3d2e877b99c6e3210e1,Ruben van der Linde,2025-10-02T16:38:46+02:00,opencatalogi,Merge pull request #364 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
318aa5ec037b10c2d21409724f9b2dcfe10fe74f,Ruben van der Linde,2025-10-02T16:32:15+02:00,opencatalogi,cleanup: remove debug die statements,14283/120/02,low,false
ee66dc70455716057886b0d0e47f51177a7ba6d7,Ruben van der Linde,2025-10-02T16:30:44+02:00,opencatalogi,debug: add die statements for API endpoint testing,14283/119/02,low,false
98764b287d024b419a6c7d779186c61329c01a14,Remko,2025-10-02T14:37:26+02:00,opencatalogi,updated info,14283/119/02,low,false
1040642c43f5bb99102479c18591dde171a04c8c,Ruben van der Linde,2025-10-02T14:12:56+02:00,opencatalogi,fix(publications): replace broken search-based object fetching with direct find() calls,14283/119/02,high,false
fb7c590718c62b7adb3ee1475c0af9eb2b123fab,Remko,2025-10-02T13:41:46+02:00,opencatalogi,added workflow,14283/119/02,low,false
062ef63f5b022aad5e14237f5f820b34ea4dde9e,Remko,2025-10-02T13:13:41+02:00,opencatalogi,Merge branch 'Update-menu-icons',14283/119/02,low,true
cd9f886256a15bc8aebb8944ff4191e473e70497,Ruben van der Linde,2025-10-02T03:33:59+02:00,opencatalogi,Merge pull request #363 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
9b84f3f38677d679d390b0ab8eafe445e569f680,Ruben van der Linde,2025-10-02T03:13:08+02:00,opencatalogi,hotfix(publications): update controller comments for SOLR filtering hotfix,14283/119/02,high,false
55c15d502cdfe081cb47b5c11bb436fae45d693a,Ruben van der Linde,2025-10-02T02:30:52+02:00,opencatalogi,Merge pull request #362 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
94549d0393ab7ada7b3953014ab20eacd08a798e,Ruben van der Linde,2025-10-02T02:29:07+02:00,opencatalogi,fix(publications): disable published filtering to resolve zero results issue,14283/119/02,high,false
08b3b9a77069c096e744fde9ab94be5c2b09c47a,Ruben van der Linde,2025-10-01T19:16:05+02:00,opencatalogi,Merge pull request #361 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
b98a8dbe7b6822a404239fcc07e1d5c808abbe64,Ruben van der Linde,2025-10-01T19:15:45+02:00,opencatalogi,Delete ource = index' parameter from MenusController and PagesController,14283/119/02,high,false
1444e34ea3d79ab732019909c90fb6e8a1791729,Ruben van der Linde,2025-10-01T19:15:26+02:00,opencatalogi,Delete allows the system to use the most appropriate data source (database or SOLR),14283/119/02,high,false
5d68e817d87fd9af2492115433c6bc53823e036d,Ruben van der Linde,2025-10-01T19:14:03+02:00,opencatalogi,update,14283/119/02,low,false
760533e3bd85fa2db5d0f6d0c47072facc73dc15,Ruben van der Linde,2025-09-29T22:36:46+02:00,opencatalogi,Merge pull request #360 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
c0fed4502a919775289ebb57e288ac9724339cbe,Ruben van der Linde,2025-09-29T21:27:26+02:00,opencatalogi,feat(schemas): set all publication register schemas to searchable=true,14283/119/02,high,false
3e71b1d78ad5974281ddcbd6dcbcb2c182fff668,Ruben van der Linde,2025-09-29T11:57:14+02:00,opencatalogi,Merge pull request #359 from ConductionNL/feature/enhance-publication-management,14283/119/02,high,true
2d030b4d20aa36471b19e8ef2178f62683912df7,Ruben van der Linde,2025-09-29T11:55:29+02:00,opencatalogi,docs: improve README description for publication management capabilities,14283/119/02,high,false
12907560f26d24b951ee60929480d0c48e917f6f,Ruben van der Linde,2025-09-29T11:48:18+02:00,opencatalogi,merge: resolve conflicts with remote development branch,14283/119/02,low,false
efccadbd02870ca22b25b4f579c303f04eeb5491,Ruben van der Linde,2025-09-29T11:42:01+02:00,opencatalogi,feat: enhance publication management and controller improvements,14283/119/02,high,false
4f6d8287bdac0a728b9f21294edfe36a7e61f66f,Remko Huisman,2025-09-25T10:29:13+02:00,opencatalogi,Merge pull request #358 from ConductionNL/fix/allow-extend-id-endpoint,14283/119/02,low,true
320f92d13550fdd957071d9e4e7b97e57513c117,Barry Brands,2025-09-24T15:44:22+02:00,opencatalogi,Allow all extend on id endpoint,14283/119/02,low,false
feea3b7553a2b9786755b88b9ee0415b10fd18c9,Ruben van der Linde,2025-09-24T05:28:00+02:00,opencatalogi,Merge pull request #357 from ConductionNL/hotfix/slug-searching-database,14283/119/02,high,true
804bbe0d3897dd4f1c7ca678d0bfe015e2cbe5f8,Ruben van der Linde,2025-09-24T05:21:23+02:00,opencatalogi,fix: improve PublicationsController searchObjectsPaginated calls,14283/119/02,high,false
8a6c0a9f6bae64bfaa8c01271a9303d716cf9f1f,Ruben van der Linde,2025-09-23T01:02:11+02:00,opencatalogi,Merge pull request #356 from ConductionNL/hotfix/slug-searching-database,14283/119/02,high,true
6408f557f1de8fb77a941a240eacf85da82b673d,Ruben van der Linde,2025-09-23T01:01:00+02:00,opencatalogi,style: fix whitespace in comment for consistency,14283/119/02,low,false
