date,issue_key,issue_id,hours,description,original_hours,colleague_project
2025-02-25,VSC-190,30250,0.18,Development work - schrijven en testen,6.1,VSC
2025-02-25,VSC-189,30249,0.18,Development work - schrijven en testen,6.1,VSC
2025-02-25,VSC-188,30248,0.36,Development work - schrijven en testen,6.1,VSC
2025-02-25,VSC-186,30246,0.36,Development work - schrijven en testen,6.1,VSC
2025-02-25,VSC-185,30245,0.36,Development work - schrijven en testen,6.1,VSC
2025-02-26,VSC-186,30246,5.8,Development work - Working on issue VSC-186,3.2,VSC
2025-02-27,VSC-186,30246,1.0,Development work - Working on issue VSC-186,8.0,VSC
2025-02-28,VSC-186,30246,6.5,Development work - Working on issue VSC-186,2.5,VSC
2025-03-06,VSC-213,30339,0.82,Development work - Working on issue VSC-213,7.9,VSC
2025-03-06,VSC-198,30298,0.14,Development work - Review,7.9,VSC
2025-03-06,VSC-201,30301,0.14,Development work - Review,7.9,VSC
2025-03-07,VSC-204,30304,0.88,Development work - Review,2.0,VSC
2025-03-07,WOO-275,30330,2.19,Development work - Issue schrijven en uitwerken,2.0,WOO
2025-03-07,CONNECTOR-238,30120,0.88,Development work - Review,2.0,CONNECTOR
2025-03-07,IBOC-170,30238,3.06,Development work - Working on issue IBOC-170,2.0,IBOC
2025-03-10,VSC-208,30321,7.0,Development work - Working on issue VSC-208,2.0,VSC
2025-03-11,VSC-208,30321,7.0,Development work - Working on issue VSC-208,2.0,VSC
2025-03-13,VSC-208,30321,7.0,Development work - Working on issue VSC-208,2.0,VSC
2025-03-14,VSC-208,30321,1.5,Development work - Working on issue VSC-208,7.5,VSC
2025-03-17,VSC-225,30368,4.04,Development work - Working on issue VSC-225,4.2,VSC
2025-03-17,VSC-225,30368,0.76,Development work - Overwerk,4.2,VSC
2025-03-18,VSC-225,30368,7.0,Development work - Working on issue VSC-225,2.0,VSC
2025-03-19,VSC-225,30368,7.0,Development work - Working on issue VSC-225,2.0,VSC
2025-03-20,VSC-225,30368,3.3,Development work - Working on issue VSC-225,5.7,VSC
2025-03-21,VSC-225,30368,1.0,Development work - Working on issue VSC-225,8.0,VSC
2025-03-24,VSC-225,30368,3.5,Development work - Working on issue VSC-225,5.5,VSC
2025-03-25,VSC-225,30368,4.7,Development work - Working on issue VSC-225,4.3,VSC
2025-03-26,VSC-225,30368,7.0,Development work - Working on issue VSC-225,2.0,VSC
2025-03-31,VSC-250,30529,3.6,Development work - Activity: Jira,5.4,VSC
2025-04-01,VSC-250,30529,6.4,Development work - Activity: Jira,2.6,VSC
2025-04-02,VSC-211,30336,1.0,Development work - Activity: Jira,8.0,VSC
2025-04-03,VSC-211,30336,7.0,Development work - Activity: Jira,2.0,VSC
2025-04-04,VSC-211,30336,3.5,Development work - Activity: Jira,5.5,VSC
2025-04-07,VSC-234,30399,0.22,Development work - Activity: Jira,2.0,VSC
2025-04-07,BEHEER-3033,29415,0.88,Development work - Working on issue BEHEER-3033,2.0,BEHEER
2025-04-07,REGISTERS-70,29233,0.88,"Development work - Activity: Jira, Changed Status, Commented, Assigne",2.0,REGISTERS
2025-04-07,WOO-286,30543,0.88,"Development work - Activity: Jira, Created",2.0,WOO
2025-04-07,REGISTERS-131,30489,0.88,Development work - Activity: Jira,2.0,REGISTERS
2025-04-07,WOO-286,30543,0.88,"Development work - Activity: Jira, Assigned",2.0,WOO
2025-04-07,WOO-286,30543,0.88,Development work - Activity: Jira,2.0,WOO
2025-04-07,WOO-287,30556,0.44,"Development work - Activity: Jira, Created",2.0,WOO
2025-04-07,WOO-288,30557,0.44,"Development work - Activity: Jira, Created",2.0,WOO
2025-04-07,WOO-289,30558,0.22,"Development work - Activity: Jira, Created",2.0,WOO
2025-04-07,WOO-291,30571,0.22,"Development work - Activity: Jira, Created",2.0,WOO
2025-04-07,WOO-292,30572,0.22,"Development work - Activity: Jira, Created",2.0,WOO
2025-04-08,BEHEER-3033,29415,3.5,Development work - Working on issue BEHEER-3033,2.0,BEHEER
2025-04-08,CONNECTOR-318,30601,3.5,Development work - Working on issue CONNECTOR-318,2.0,CONNECTOR
2025-04-09,VSC-216,30351,3.5,Development work - Working on issue VSC-216,2.0,VSC
2025-04-09,BEHEER-3033,29415,3.5,Development work - Working on issue BEHEER-3033,2.0,BEHEER
2025-04-10,BEHEER-3033,29415,3.4,Development work - Working on issue BEHEER-3033,5.6,BEHEER
2025-04-11,CONNECTOR-318,30601,5.2,Development work - Working on issue CONNECTOR-318,3.8,CONNECTOR
2025-04-14,VSC-253,30624,7.0,Development work - Working on issue VSC-253,2.0,VSC
2025-04-16,BEHEER-3033,29415,7.0,Development work - Working on issue BEHEER-3033,2.0,BEHEER
2025-04-17,VSC-256,30645,2.5,Development work - Working on issue VSC-256,6.5,VSC
2025-04-18,VSC-256,30645,2.7,Development work - Working on issue VSC-256,5.4,VSC
2025-04-18,CON-1461,14054,0.9,Development work - Working on issue CON-1461,5.4,CON
2025-04-22,VSC-256,30645,2.9,Development work - Working on issue VSC-256,6.1,VSC
2025-04-24,VSC-256,30645,7.0,Development work - Working on issue VSC-256,2.0,VSC
2025-04-28,VSC-258,30656,4.31,Development work - Working on issue VSC-258,2.0,VSC
2025-04-28,VSC-206,30306,2.69,Development work - Overwerk,2.0,VSC
2025-04-29,VSC-258,30656,7.0,Development work - Working on issue VSC-258,2.0,VSC
2025-04-30,VSC-262,30829,1.0,Development work - Working on issue VSC-262,8.0,VSC
2025-05-01,VSC-262,30829,1.0,Development work - Working on issue VSC-262,8.0,VSC
2025-05-02,VSC-262,30829,4.0,Development work - Working on issue VSC-262,2.0,VSC
2025-05-02,VSC-262,30829,3.0,Development work - Overwerk,2.0,VSC
2025-05-05,CON-2433,29854,6.1,Development work - Working on issue CON-2433,2.9,CON
2025-05-06,VSC-262,30829,6.22,Development work - Werken aan issue,2.0,VSC
2025-05-06,VSC-262,30829,0.78,Development work - Overwerkt,2.0,VSC
2025-05-07,REGISTERS-143,30845,0.88,Development work - Issue gelezen en vragen gesteld,2.0,REGISTERS
2025-05-07,REGISTERS-144,30847,0.88,Development work - Issue gelezen en vragen gesteld,2.0,REGISTERS
2025-05-07,REGISTERS-145,30849,0.88,Development work - Issue gelezen en vragen gesteld,2.0,REGISTERS
2025-05-07,REGISTERS-147,30853,0.88,Development work - Issue gelezen en vragen gesteld,2.0,REGISTERS
2025-05-07,REGISTERS-148,30855,0.88,Development work - Issue gelezen en vragen gesteld,2.0,REGISTERS
2025-05-07,REGISTERS-149,30857,0.88,Development work - Issue gelezen en vragen gesteld,2.0,REGISTERS
2025-05-07,REGISTERS-150,30859,0.88,Development work - Issue gelezen en vragen gesteld,2.0,REGISTERS
2025-05-07,REGISTERS-151,30861,0.88,Development work - Issue gelezen en vragen gesteld,2.0,REGISTERS
2025-05-09,VSC-290,31069,3.5,Development work - Working on issue VSC-290,2.0,VSC
2025-05-09,WOO-315,31067,3.5,Development work - Working on issue WOO-315,2.0,WOO
2025-05-15,VSC-291,31070,3.6,Development work - Working on issue VSC-291,5.4,VSC
2025-05-20,VSC-289,31066,0.68,Development work - Activity: Jira,6.3,VSC
2025-05-20,VSC-279,31044,0.68,Development work - Activity: Jira,6.3,VSC
2025-05-20,VSC-281,31046,0.68,Development work - Activity: Jira,6.3,VSC
2025-05-20,VSC-279,31044,0.68,Development work - Activity: Jira,6.3,VSC
2025-05-22,WOO-315,31067,1.9,Development work - Activity: Jira,5.2,WOO
2025-05-22,WOO-313,31055,1.9,"Development work - Activity: Jira, Changed Status, Commented",5.2,WOO
2025-05-23,WOO-315,31067,7.0,Development work - Activity: Jira,2.0,WOO
2025-05-27,VSC-302,31230,1.62,Development work - Working on issue VSC-302,2.5,VSC
2025-05-27,VSC-303,31231,0.81,Development work - Working on issue VSC-303,2.5,VSC
2025-05-27,VSC-304,31232,1.62,Development work - Working on issue VSC-304,2.5,VSC
2025-05-27,VSC-305,31233,0.81,Development work - Working on issue VSC-305,2.5,VSC
2025-05-27,VSC-306,31234,0.81,Development work - Working on issue VSC-306,2.5,VSC
2025-05-27,BEHEER-3187,31236,0.81,Development work - Working on issue BEHEER-3187,2.5,BEHEER
2025-05-28,VSC-302,31230,1.75,Development work - Activity: Jira,2.0,VSC
2025-05-28,OP-464,31239,1.75,Development work - Activity: Jira,2.0,OP
2025-05-28,WOO-313,31055,1.75,"Development work - Activity: Jira, Assigned, Changed Status",2.0,WOO
2025-05-28,OP-466,31247,1.75,"Development work - Activity: Jira, Changed Status",2.0,OP
2025-05-29,CON-2433,29854,7.0,Development work - Working on issue CON-2433,2.0,CON
2025-06-02,VSC-285,31050,0.69,Development work - Working on issue VSC-285,5.3,VSC
2025-06-02,OP-467,31255,0.46,Development work - Working on issue OP-467,5.3,OP
2025-06-02,OP-468,31256,0.46,Development work - Working on issue OP-468,5.3,OP
2025-06-02,OP-469,31257,0.46,Development work - Working on issue OP-469,5.3,OP
2025-06-02,OP-477,31270,0.23,Development work - Working on issue OP-477,5.3,OP
2025-06-02,OP-478,31277,1.39,Development work - Working on issue OP-478,5.3,OP
2025-06-03,VSC-298,31218,1.75,Development work - Working on issue VSC-298,2.0,VSC
2025-06-03,VSC-298,31218,2.62,Development work - Working on issue VSC-298,2.0,VSC
2025-06-03,OP-471,31259,0.44,Development work - Working on issue OP-471,2.0,OP
2025-06-03,OP-472,31260,0.88,Development work - Working on issue OP-472,2.0,OP
2025-06-03,OP-473,31261,0.88,Development work - Working on issue OP-473,2.0,OP
2025-06-03,OP-475,31263,0.44,Development work - Working on issue OP-475,2.0,OP
2025-06-04,VSC-302,31230,1.0,Development work - Working on issue VSC-302,8.0,VSC
2025-06-10,VSC-317,31342,7.0,Development work - Working on issue VSC-317,2.0,VSC
2025-06-12,VSC-317,31342,0.62,Development work - Working on issue VSC-317,8.0,VSC
2025-06-12,VSC-319,31344,0.38,Development work - Working on issue VSC-319,8.0,VSC
2025-06-13,VSC-327,31366,3.7,Development work - Working on issue VSC-327,5.3,VSC
2025-06-19,VSC-347,31388,6.5,Development work - Working on issue VSC-347,2.5,VSC
2025-06-20,VSC-347,31388,1.2,Development work - Working on issue VSC-347,7.8,VSC
2025-06-23,VSC-347,31388,1.6,Development work - Working on issue VSC-347,7.4,VSC
2025-06-24,VSC-347,31388,0.8,Development work - Working on issue VSC-347,8.0,VSC
2025-06-24,VSC-347,31388,0.2,Development work - Overwerk,8.0,VSC
2025-06-26,VSC-329,31368,6.3,Development work - Working on issue VSC-347,2.7,VSC
2025-06-27,CON-1461,14054,1.0,Development work - Working on issue CON-1461,8.0,CON
2025-06-30,CON-1461,14054,1.0,Development work - Working on issue CON-1461,8.0,CON
2025-07-01,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,CON
2025-07-02,CON-1461,14054,6.5,Development work - Working on issue CON-1461,2.5,CON
2025-07-03,VSC-329,31368,1.72,Development work - Working on issue VSC-329,4.4,VSC
2025-07-03,VSC-347,31388,2.88,Development work - Working on issue VSC-347,4.4,VSC
2025-07-07,VSC-367,31666,5.6,Development work - Working on issue VSC-367,3.4,VSC
2025-07-10,NDT-64,31427,3.5,Development work - Working on issue NDT-64,2.0,NDT
2025-07-10,NDT-65,31665,3.5,Development work - Working on issue NDT-65,2.0,NDT
2025-07-11,VSC-367,31666,3.6,Development work - Working on issue VSC-367,5.4,VSC
2025-07-14,VSC-355,31580,1.72,Development work - Working on issue VSC-355,4.4,VSC
2025-07-14,NDT-65,31665,1.72,Development work - Working on issue NDT-65,4.4,NDT
2025-07-14,NDT-64,31427,1.15,Development work - Working on issue NDT-65,4.4,NDT
2025-07-16,CON-2272,17866,7.0,Development work - Working on issue CON-2272,2.0,CON
2025-07-17,VSC-355,31580,2.5,Development work - Working on issue VSC-355,6.5,VSC
2025-07-18,NDT-66,31686,6.8,Development work - Working on issue NDT-66,2.2,NDT
2025-07-21,VSC-329,31368,2.62,Development work - Working on issue VSC-329,2.0,VSC
2025-07-21,NDT-67,31687,1.75,Development work - Working on issue NDT-67,2.0,NDT
2025-07-21,GW-1865,31821,2.62,Development work - Working on issue GW-1865,2.0,GW
2025-07-22,VSC-371,31703,5.6,Development work - Working on issue VSC-371,3.4,VSC
2025-07-23,VSC-375,31817,1.68,Development work - Working on issue VSC-375,2.3,VSC
2025-07-23,VSC-329,31368,5.03,Development work - Working on issue VSC-329,2.3,VSC
2025-07-28,CON-1461,14054,5.9,Development work - Working on issue CON-1461,3.1,CON
2025-07-29,CON-1461,14054,2.4,Development work - Working on issue CON-1461,6.6,CON
2025-07-30,CON-1461,14054,3.2,Development work - Working on issue CON-1461,5.8,CON
2025-07-31,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,CON
2025-08-01,CON-1461,14054,5.7,Development work - Working on issue CON-1461,3.3,CON
2025-08-04,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,CON
2025-08-05,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,CON
2025-08-13,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,CON
2025-08-14,CON-1461,14054,1.0,Development work - Working on issue CON-1461,8.0,CON
2025-08-15,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,CON
2025-08-18,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-08-20,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-08-21,VSC-397,32224,5.2,Development work - Working on issue VSC-397,3.8,VSC
2025-08-22,VSC-397,32224,1.5,Development work - Working on issue VSC-397,7.5,VSC
2025-08-25,VSC-397,32224,4.1,Development work - Working on issue VSC-397,4.9,VSC
2025-08-26,VSC-397,32224,6.1,Development work - Working on issue VSC-397,2.9,VSC
2025-08-27,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-08-28,VSC-397,32224,2.3,Development work - Working on issue VSC-397,6.7,VSC
2025-08-29,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-09-01,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-09-02,VSC-397,32224,6.5,Development work - Working on issue VSC-397,2.5,VSC
2025-09-03,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-09-04,VSC-397,32224,2.8,Development work - Working on issue VSC-397,6.2,VSC
2025-09-08,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-09-09,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-09-10,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-09-11,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-09-15,VSC-397,32224,1.2,Development work - Working on issue VSC-397,7.8,VSC
2025-09-16,VSC-397,32224,1.0,Development work - Working on issue VSC-397,8.0,VSC
2025-09-17,VSC-397,32224,1.0,Development work - Working on issue VSC-397,8.0,VSC
2025-09-18,VSC-397,32224,3.3,Development work - Working on issue VSC-397,5.7,VSC
2025-09-19,VSC-397,32224,1.5,Development work - Working on issue VSC-397,7.5,VSC
2025-09-22,VSC-397,32224,4.4,Development work - Working on issue VSC-397,4.6,VSC
2025-09-23,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-09-24,VSC-397,32224,1.0,Development work - Working on issue VSC-397,8.0,VSC
2025-09-25,VSC-397,32224,5.7,Development work - Working on issue VSC-397,3.3,VSC
2025-09-29,VSC-397,32224,6.5,Development work - Working on issue VSC-397,2.5,VSC
2025-10-01,VSC-397,32224,1.4,Development work - Working on issue VSC-397,7.6,VSC
2025-10-02,VSC-397,32224,6.6,Development work - Working on issue VSC-397,2.4,VSC
2025-10-03,VSC-397,32224,4.7,Development work - Working on issue VSC-397,4.3,VSC
2025-10-06,VSC-397,32224,5.33,Development work - Working on issue VSC-397,2.0,VSC
2025-10-06,VSC-397,32224,1.67,Development work - Working on issue VSC-397,2.0,VSC
2025-10-07,VSC-397,32224,3.5,Development work - Working on issue VSC-397,5.5,VSC
2025-10-08,VSC-397,32224,2.62,Development work - Working on issue VSC-397,2.0,VSC
2025-10-08,CON-1461,14054,4.38,Development work - Working on issue CON-1461,2.0,CON
2025-10-10,VSC-397,32224,5.2,Development work - Working on issue VSC-397,3.8,VSC
2025-10-14,VSC-397,32224,5.4,Development work - Working on issue VSC-397,3.6,VSC
2025-10-15,VSC-397,32224,4.1,Development work - Working on issue VSC-397,4.9,VSC
2025-10-16,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-10-20,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-10-21,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-10-22,VSC-397,32224,6.12,Development work - Working on issue VSC-397,2.0,VSC
2025-10-22,CON-1461,14054,0.88,Development work - Working on issue CON-1461,2.0,CON
2025-10-23,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-10-27,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-10-28,VSC-397,32224,6.4,Development work - Working on issue VSC-397,2.6,VSC
2025-10-30,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-11-06,VSC-397,32224,3.5,Development work - Working on issue VSC-397,2.0,VSC
2025-11-06,WOO-440,34228,3.5,Development work - Working on issue WOO-440,2.0,WOO
2025-11-07,VSC-397,32224,2.0,Development work - Working on issue VSC-397,7.0,VSC
2025-11-14,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,CON
2025-11-21,VSC-397,32224,4.11,Development work - Working on issue VSC-397,4.3,VSC
2025-11-21,CON-1461,14054,0.59,Development work - Working on issue CON-1461,4.3,CON
2025-11-24,VSC-397,32224,5.0,Development work - Working on issue VSC-397,4.0,VSC
2025-11-26,VSC-397,32224,5.7,Development work - Working on issue VSC-397,3.3,VSC
2025-11-27,VSC-397,32224,3.5,Development work - Working on issue VSC-397,5.0,VSC
2025-11-27,REGISTERS-246,34650,0.25,Development work - Working on issue REGISTERS-246,5.0,REGISTERS
2025-11-27,REGISTERS-248,34652,0.25,Development work - Working on issue REGISTERS-248,5.0,REGISTERS
2025-11-28,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-12-02,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-12-03,VSC-397,32224,2.9,Development work - Working on issue VSC-397,6.1,VSC
2025-12-05,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-12-08,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-12-09,VSC-397,32224,3.2,Development work - Working on issue VSC-397,5.8,VSC
2025-12-15,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-12-17,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-12-18,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,VSC
2025-12-23,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,CON
