Date,Day,Weekend,Worked,Hours,Commits,Start Time,End Time,Work Summary
2025-09-08,Monday,No,Yes,3.0,1,23:18,23:18,OPtimizing the bulk import by running them in the database
2025-09-09,Tuesday,No,Yes,3.0,1,23:27,23:27,Lets setup solr
2025-09-10,Wednesday,No,Yes,3.6,3,20:55,00:31,First succefull test on solr; Fixing the migrations; Solr and bug fixes on updated
2025-09-11,Thursday,No,Yes,3.8,3,21:34,01:21,Clearing up the solr documents; fixing the dubble index; Testing bulk import and clearing up the cash
2025-09-12,Friday,No,No,0.0,0,,,No commits
2025-09-13,Saturday,Yes,No,0.0,0,,,Weekend - no work
2025-09-14,Sunday,Yes,Yes,4.8,8,18:29,23:18,feat(changelog): add changelog-ci configuration for automate; feat(changelog): add changelog-ci configuration for automate; Merge pull request #590 from ConductionNL/hotfix/solr-dashbo ... (+5 more commits)
2025-09-15,Monday,No,Yes,6.5,21,19:22,01:41,feat(solr): Add enhanced debugging to SolrSetup for HTTP req; Merge pull request #601 from ConductionNL/feature/solr-testi; refactor(solr): Centralize authentication in GuzzleSolrServi ... (+18 more commits)
2025-09-16,Tuesday,No,Yes,6.5,43,17:10,01:47,"debug: add comprehensive logging to performanceClass compute; fix: add comprehensive null checks for all performance prope; fix: add missing null checks for tenant_id and endpoint_url, ... (+40 more commits)"
2025-09-17,Wednesday,No,Yes,3.0,8,20:26,20:54,fix: correct SOLR weighted search query syntax; debug: add detailed SOLR query logging; debug: add detailed logging to SOLR availability checks ... (+5 more commits)
2025-09-18,Thursday,No,No,0.0,0,,,No commits
2025-09-19,Friday,No,No,0.0,0,,,No commits
2025-09-20,Saturday,Yes,No,0.0,0,,,Weekend - no work
2025-09-21,Sunday,Yes,Yes,6.5,24,17:02,00:42,"Merge pull request #632 from ConductionNL/hotfix/solr-setup-; Delete ter && git add . && git commit -m ""fix: add confirmat; Delete how --name-only 766e64d2 ... (+21 more commits)"
2025-09-22,Monday,No,Yes,4.1,8,20:45,00:49,Merge pull request #634 from ConductionNL/hotfix/solr-setup-; fix: prevent empty register/schema values from causing DoesN; fix: add missing uses parameter filtering to countSearchObje ... (+5 more commits)
2025-09-23,Tuesday,No,No,0.0,0,,,No commits
2025-09-24,Wednesday,No,Yes,3.0,3,21:26,21:44,docs: add comprehensive @self metadata handling documentatio; fix: improve @self metadata handling for organization activa; fix: improve @self metadata handling for organization activa
2025-09-25,Thursday,No,No,0.0,0,,,No commits
2025-09-26,Friday,No,No,0.0,0,,,No commits
2025-09-27,Saturday,Yes,No,0.0,0,,,Weekend - no work
2025-09-28,Sunday,Yes,No,0.0,0,,,Weekend - no work
2025-09-29,Monday,No,Yes,3.0,3,19:21,21:25,fix: minor cleanup in GuzzleSolrService after searchable fil; Merge pull request #647 from ConductionNL/feature/improve-se; feat(solr): improve searchable schema filtering and warmup m
2025-09-30,Tuesday,No,No,0.0,0,,,No commits
2025-10-01,Wednesday,No,No,0.0,0,,,No commits
2025-10-02,Thursday,No,No,0.0,0,,,No commits
2025-10-03,Friday,No,No,0.0,0,,,No commits
2025-10-04,Saturday,Yes,No,0.0,0,,,Weekend - no work
2025-10-05,Sunday,Yes,Yes,3.0,2,23:15,23:15,test; Uddate
2025-10-06,Monday,No,No,0.0,0,,,No commits
2025-10-07,Tuesday,No,No,0.0,0,,,No commits
2025-10-08,Wednesday,No,Yes,3.0,4,21:23,21:38,Merge pull request #665 from ConductionNL/feature/improve-se; Lets fix an hardcoded thingy; Merge pull request #664 from ConductionNL/feature/improve-se ... (+1 more commits)
2025-10-09,Thursday,No,No,0.0,0,,,No commits
2025-10-10,Friday,No,No,0.0,0,,,No commits
2025-10-11,Saturday,Yes,Yes,3.0,2,21:22,21:30,Merge pull request #670 from ConductionNL/feature/improve-se; Fix publishing objects
2025-10-12,Sunday,Yes,Yes,3.0,1,23:39,23:39,Starting the refacto on solr
2025-10-13,Monday,No,Yes,3.0,5,22:35,23:59,Merge pull request #671 from ConductionNL/feature/improve-se; Oke couple of warmup fixes; Making the warmup specific ... (+2 more commits)
2025-10-14,Tuesday,No,No,0.0,0,,,No commits
2025-10-15,Wednesday,No,No,0.0,0,,,No commits
2025-10-16,Thursday,No,No,0.0,0,,,No commits
2025-10-17,Friday,No,No,0.0,0,,,No commits
2025-10-18,Saturday,Yes,No,0.0,0,,,Weekend - no work
2025-10-19,Sunday,Yes,No,0.0,0,,,Weekend - no work
2025-10-20,Monday,No,No,0.0,0,,,No commits
2025-10-21,Tuesday,No,No,0.0,0,,,No commits
2025-10-22,Wednesday,No,No,0.0,0,,,No commits
2025-10-23,Thursday,No,No,0.0,0,,,No commits
2025-10-24,Friday,No,No,0.0,0,,,No commits
2025-10-25,Saturday,Yes,No,0.0,0,,,Weekend - no work
2025-10-26,Sunday,Yes,Yes,3.0,1,19:57,19:57,Merge remote-tracking branch 'origin/development' into featu
2025-10-27,Monday,No,Yes,3.0,2,23:27,23:28,Merge pull request #692 from ConductionNL/feature/REGISTERS-; Correctly inserting services
2025-10-28,Tuesday,No,No,0.0,0,,,No commits
2025-10-29,Wednesday,No,Yes,3.0,3,20:52,21:39,Alignment perfection; Lets use the proper component; Styling the admin pages
2025-10-30,Thursday,No,No,0.0,0,,,No commits
2025-10-31,Friday,No,No,0.0,0,,,No commits
2025-11-01,Saturday,Yes,Yes,3.0,2,23:43,23:44,Merge remote-tracking branch 'origin/feature/REGISTERS-218/f; Cleaning up the ui on applicatie and organisatie
2025-11-02,Sunday,Yes,Yes,3.0,2,22:56,00:51,"WIP on organisation, applications and configurations; Lets add and remove users from organisations"
2025-11-03,Monday,No,Yes,3.0,3,22:11,23:31,finaly got fav view to work; Merge remote-tracking branch 'origin/development' into featu; Save before adding patch support
2025-11-04,Tuesday,No,No,0.0,0,,,No commits
2025-11-05,Wednesday,No,Yes,5.9,6,19:08,01:02,Merge remote-tracking branch 'origin/development' into featu; Still working a the base for configuration and chat; More WIP ... (+3 more commits)
2025-11-06,Thursday,No,Yes,3.0,4,22:33,01:08,Merge pull request #711 from ConductionNL/feature/configurat; Setting up tools; Getting the extraction to work ... (+1 more commits)
2025-11-07,Friday,No,No,0.0,0,,,No commits
2025-11-08,Saturday,Yes,Yes,4.0,24,22:32,23:44,deploy: 6483c1977cf2d30bf1d4dac536422f38012a505e; Merge pull request #756 from ConductionNL/feature/configurat; More broken links ... (+21 more commits)
2025-11-09,Sunday,Yes,No,0.0,0,,,Weekend - no work
2025-11-10,Monday,No,Yes,3.0,2,21:51,21:52,Merge remote-tracking branch 'origin/development' into hotfi; Update the docker-compose
2025-11-11,Tuesday,No,No,0.0,0,,,No commits
2025-11-12,Wednesday,No,Yes,3.0,1,21:52,21:52,Getting to grips with the performance problem
2025-11-13,Thursday,No,No,0.0,0,,,No commits
2025-11-14,Friday,No,No,0.0,0,,,No commits
2025-11-15,Saturday,Yes,Yes,3.0,1,18:32,18:32,WIP for the refactord extraction pipeline
2025-11-16,Sunday,Yes,No,0.0,0,,,Weekend - no work
2025-11-17,Monday,No,Yes,3.0,1,21:53,21:53,Grean borders :')
2025-11-18,Tuesday,No,No,0.0,0,,,No commits
2025-11-19,Wednesday,No,No,0.0,0,,,No commits
2025-11-20,Thursday,No,Yes,3.5,5,20:08,23:36,"More linting, psalm and webhooks; psalm fixes; n8n setup ... (+2 more commits)"
2025-11-21,Friday,No,No,0.0,0,,,No commits
2025-11-22,Saturday,Yes,No,0.0,0,,,Weekend - no work
2025-11-23,Sunday,Yes,Yes,3.0,1,17:31,17:31,Continue with the cleanup and starting psalm
2025-11-24,Monday,No,Yes,6.0,8,17:11,00:44,More cleanup; phpcs fixes; Save before starting to remove unused code ... (+5 more commits)
2025-11-25,Tuesday,No,Yes,3.0,2,22:36,23:06,Documenting the local setup; Merge branch 'hotfix/registerlist' into feature/php-linting
2025-11-26,Wednesday,No,No,0.0,0,,,No commits
2025-11-27,Thursday,No,Yes,3.0,1,21:48,21:48,Fix code styling
2025-11-28,Friday,No,No,0.0,0,,,No commits
2025-11-29,Saturday,Yes,No,0.0,0,,,Weekend - no work
2025-11-30,Sunday,Yes,No,0.0,0,,,Weekend - no work
2025-12-01,Monday,No,No,0.0,0,,,No commits
2025-12-02,Tuesday,No,No,0.0,0,,,No commits
2025-12-03,Wednesday,No,No,0.0,0,,,No commits
