"id","type","organisatieType","samenwerkingtype","naam","website","e-mailadres","telefoonnummer","cbsCode","deelnemers","status","sector","geregistreerd_door","@self.organisation","@self.published"
"3ddb44e4-b009-4989-adb2-82b2b079f4e2",Gemeente,Gemeente,,Ameland,https://www.ameland.nl,test.vng.swc+Jbe@gmail.com,+31 23 4567890,"0060",,Actief,Gemeenten,Gemeente,"3ddb44e4-b009-4989-adb2-82b2b079f4e2","2014-03-26T10:13:27+00:00"
cb634d57-2b5f-4a03-9be4-d04c483853a7,Gemeente,Gemeente,,Amersfoort,https://www.amersfoort.nl,test.vng.swc+F@gmail.com,,"0307",,Actief,Gemeenten,Gemeente,cb634d57-2b5f-4a03-9be4-d04c483853a7,"2014-03-26T10:13:27+00:00"
"7dd39288-b23c-4a6e-9c8c-1b3dfc7b2392",Gemeente,Gemeente,,Amstelveen,https://www.amstelveen.nl,test.vng.swc+A@gmail.com,+31 23 4567890,"0362",,Actief,Gemeenten,Gemeente,"7dd39288-b23c-4a6e-9c8c-1b3dfc7b2392","2014-03-26T10:13:27+00:00"
"9524d26f-c554-4179-9b1f-9f0fb4edcddb",Gemeente,Gemeente,,Amsterdam,https://www.amsterdam.nl,test.vng.swc+V@gmail.com,+31 23 4567890,"0363",,Actief,Gemeenten,Gemeente,"9524d26f-c554-4179-9b1f-9f0fb4edcddb","2014-03-26T10:13:27+00:00"
d620f6fd-1d42-4bf7-a46a-d26c1c8cdfc9,Gemeente,Gemeente,,Apeldoorn,https://www.apeldoorn.nl,,,"0200",,Actief,Gemeenten,Gemeente,d620f6fd-1d42-4bf7-a46a-d26c1c8cdfc9,"2014-03-26T10:13:27+00:00"
"9aa7afc7-39a5-41f1-a104-91429c495592",Gemeente,Gemeente,,Arnhem,https://www.arnhem.nl,test.vng.swc+Wim@gmail.com,+31 23 4567890,"0202",,Actief,Gemeenten,Gemeente,"9aa7afc7-39a5-41f1-a104-91429c495592","2014-03-26T10:13:27+00:00"
cd1ccd26-bb1a-4958-99f9-573b559b7ac9,Gemeente,Gemeente,,Assen,https://www.assen.nl,test.vng.swc+E@gmail.com,+31 23 4567890,"0106",,Actief,Gemeenten,Gemeente,cd1ccd26-bb1a-4958-99f9-573b559b7ac9,"2014-03-26T10:13:27+00:00"
"0da54fc5-f705-4840-bdd1-b1a61e5357b9",Gemeente,Gemeente,,Asten,https://www.asten.nl,test.vng.swc+I@gmail.com,+31 23 4567890,"0743",,Actief,Gemeenten,Gemeente,"0da54fc5-f705-4840-bdd1-b1a61e5357b9","2014-03-26T10:13:27+00:00"
e236cbe8-688b-4a22-b094-999da2b0dbcf,Gemeente,Gemeente,,Baarle-Nassau,https://www.baarle-nassau.nl,test.vng.swc+Maa@gmail.com,+31 23 4567890,"0744",,Actief,Gemeenten,Gemeente,e236cbe8-688b-4a22-b094-999da2b0dbcf,"2014-03-26T10:13:27+00:00"
bb45238c-398a-47e6-85fd-09b684ea7434,Gemeente,Gemeente,,Baarn,https://www.baarn.nl,test.vng.swc+Eri@gmail.com,+31 23 4567890,"0308",,Actief,Gemeenten,Gemeente,bb45238c-398a-47e6-85fd-09b684ea7434,"2014-03-26T10:13:27+00:00"
"7388a732-25d9-480c-9827-a3e2586c2656",Gemeente,Gemeente,,Barendrecht,,test.vng.swc+P@gmail.com,,"0489",,Actief,Gemeenten,Gemeente,"7388a732-25d9-480c-9827-a3e2586c2656","2014-03-26T10:13:27+00:00"
"349e6027-b7c4-42ac-88e6-a5f17fc833f6",Gemeente,Gemeente,,Barneveld,https://www.barneveld.nl,test.vng.swc+H@gmail.com,+31 23 4567890,"0203",,Actief,Gemeenten,Gemeente,"349e6027-b7c4-42ac-88e6-a5f17fc833f6","2014-03-26T10:13:27+00:00"
"30e292cc-61cf-411b-9d29-5f670ee6adb7",Gemeente,Gemeente,,Beek,https://www.gemeentebeek.nl,test.vng.swc+Rai@gmail.com,+31 23 4567890,"0888",,Actief,Gemeenten,Gemeente,"30e292cc-61cf-411b-9d29-5f670ee6adb7","2014-03-26T10:13:27+00:00"
"364991e9-f0d6-4aaf-85ec-9cf96e7943b2",Gemeente,Gemeente,,Beekdaelen,https://www.beekdaelen.nl,test.vng.swc+K@gmail.com,+31 23 4567890,"1954",,Actief,Gemeenten,Gemeente,"364991e9-f0d6-4aaf-85ec-9cf96e7943b2","2019-02-19T09:16:36+00:00"
"6d9c64bb-1938-44da-ac15-15ca0cb80cbc",Gemeente,Gemeente,,Beesel,https://www.beesel.nl,test.vng.swc+Inf@gmail.com,+31 23 4567890,"0889",,Actief,Gemeenten,Gemeente,"6d9c64bb-1938-44da-ac15-15ca0cb80cbc","2014-03-26T10:13:27+00:00"
"16b45e38-297f-47ab-bc12-541d21499bdb",Gemeente,Gemeente,,Berg en Dal,https://www.bergendal.nl,test.vng.swc+A@gmail.com,+31 23 4567890,"1945",,Actief,Gemeenten,Gemeente,"16b45e38-297f-47ab-bc12-541d21499bdb","2014-03-26T10:13:27+00:00"
"8a608d38-6e03-4853-8a73-9e81f3c8d126",Gemeente,Gemeente,,Bergeijk,https://www.bergeijk.nl,test.vng.swc+A@gmail.com,+31 23 4567890,"1724",,Actief,Gemeenten,Gemeente,"8a608d38-6e03-4853-8a73-9e81f3c8d126","2014-03-26T10:13:27+00:00"
d70e7220-833b-4bd6-ba32-b8dec10a9b89,Gemeente,Gemeente,,Bergen (L),https://www.bergen.nl,test.vng.swc+J@gmail.com,+31 23 4567890,"0893",,Actief,Gemeenten,Gemeente,d70e7220-833b-4bd6-ba32-b8dec10a9b89,"2014-03-26T10:13:27+00:00"
"56b375f7-062b-460d-9b27-45f0bab0b089",Gemeente,Gemeente,,Bergen NH,https://www.bergen-nh.nl,test.vng.swc+Hel@gmail.com,+31 23 4567890,"0373",,Actief,Gemeenten,Gemeente,"56b375f7-062b-460d-9b27-45f0bab0b089","2014-03-26T10:13:27+00:00"
"33673cd7-cba4-4ef3-9677-c64eb21d0c13",Gemeente,Gemeente,,Bergen op Zoom,https://www.bergenopzoom.nl,test.vng.swc+A@gmail.com,+31 23 4567890,"0748",,Actief,Gemeenten,Gemeente,"33673cd7-cba4-4ef3-9677-c64eb21d0c13","2014-03-26T10:13:27+00:00"
"24e2f780-e346-434e-b687-6502f63971d5",Gemeente,Gemeente,,Berkelland,https://www.gemeenteberkelland.nl,test.vng.swc+P@gmail.com,+31 23 4567890,"1859",,Actief,Gemeenten,Gemeente,"24e2f780-e346-434e-b687-6502f63971d5","2014-03-26T10:13:27+00:00"
"2dc07139-15f7-4efa-82be-701ff40773fd",Gemeente,Gemeente,,Bernheze,https://www.bernheze.org,test.vng.swc+T@gmail.com,+31 23 4567890,"1721",,Actief,Gemeenten,Gemeente,"2dc07139-15f7-4efa-82be-701ff40773fd","2014-03-26T10:13:27+00:00"
"719fb103-bf04-4f83-ae99-f72cc1b514c2",Gemeente,Gemeente,,Best,https://www.gemeentebest.nl,test.vng.swc+F@gmail.com,+31 23 4567890,"0753",,Actief,Gemeenten,Gemeente,"719fb103-bf04-4f83-ae99-f72cc1b514c2","2014-03-26T10:13:27+00:00"
"79a0ea30-b70c-47e3-8f03-8e15a8599243",Gemeente,Gemeente,,Beuningen,https://www.beuningen.nl,test.vng.swc+P@gmail.com,+31 23 4567890,"0209",,Actief,Gemeenten,Gemeente,"79a0ea30-b70c-47e3-8f03-8e15a8599243","2014-03-26T10:13:27+00:00"
f63a28ee-64e0-48bc-951f-e25617bed1f6,Gemeente,Gemeente,,Beverwijk,https://www.beverwijk.nl,test.vng.swc+P@gmail.com,+31 23 4567890,"0375",,Actief,Gemeenten,Gemeente,f63a28ee-64e0-48bc-951f-e25617bed1f6,"2014-03-26T10:13:27+00:00"
fed3aecb-33e0-4187-afbc-f402b1029620,Gemeente,Gemeente,,Bladel,https://www.bladel.nl,test.vng.swc+V@gmail.com,,"1728",,Actief,Gemeenten,Gemeente,fed3aecb-33e0-4187-afbc-f402b1029620,"2014-03-26T10:13:27+00:00"
"96b6210e-4236-47c5-be2c-46f825b0276f",Gemeente,Gemeente,,Blaricum,,test.vng.swc+Ruu@gmail.com,,"0376",,Actief,Gemeenten,Gemeente,"96b6210e-4236-47c5-be2c-46f825b0276f","2014-03-26T10:13:27+00:00"
f85a6bf9-4478-481b-a1b6-d7a5ea1fa647,Gemeente,Gemeente,,Bloemendaal,https://www.bloemendaal.nl,test.vng.swc+B@gmail.com,,"0377",,Actief,Gemeenten,Gemeente,f85a6bf9-4478-481b-a1b6-d7a5ea1fa647,"2014-03-26T10:13:27+00:00"
"311c99f5-18d7-478b-b615-faf55530142a",Gemeente,Gemeente,,Bodegraven-Reeuwijk,https://www.bodegraven-reeuwijk.nl,test.vng.swc+Pla@gmail.com,,"1901",,Actief,Gemeenten,Gemeente,"311c99f5-18d7-478b-b615-faf55530142a","2014-03-26T10:13:27+00:00"
"7d0697a4-c69c-4e05-ba08-5a2516c21363",Gemeente,Gemeente,,Boekel,https://www.boekel.nl,test.vng.swc+San@gmail.com,+31 23 4567890,"0755",,Actief,Gemeenten,Gemeente,"7d0697a4-c69c-4e05-ba08-5a2516c21363","2014-03-26T10:13:27+00:00"
dee5ddab-5c04-40f4-909d-8272a4a2cc3d,Gemeente,Gemeente,,Borger-Odoorn,https://www.borger-odoorn.nl,test.vng.swc+W@gmail.com,+31 23 4567890,"1681",,Actief,Gemeenten,Gemeente,dee5ddab-5c04-40f4-909d-8272a4a2cc3d,"2014-03-26T10:13:27+00:00"
"117bd10c-546a-44e6-8071-7582a5f303a7",Gemeente,Gemeente,,Borne,https://www.borne.nl,test.vng.swc+Hj@gmail.com,+31 23 4567890,"0147",,Actief,Gemeenten,Gemeente,"117bd10c-546a-44e6-8071-7582a5f303a7","2014-03-26T10:13:27+00:00"
"1e66cc98-1d66-4955-97a1-343571383c76",Gemeente,Gemeente,,Borsele,https://www.borsele.nl,,,"0654",,Actief,Gemeenten,Gemeente,"1e66cc98-1d66-4955-97a1-343571383c76","2014-03-26T10:13:27+00:00"
f643a8ce-525d-463e-992a-a0d7d612d9d9,Gemeente,Gemeente,,Boxtel,https://www.boxtel.nl,test.vng.swc+T@gmail.com,+31 23 4567890,"0757",,Actief,Gemeenten,Gemeente,f643a8ce-525d-463e-992a-a0d7d612d9d9,"2014-03-26T10:13:27+00:00"
b71a4bb9-89ab-41e2-9d25-8f8c6754afc9,Gemeente,Gemeente,,Breda,https://www.breda.nl,test.vng.swc+K@gmail.com,+31 23 4567890,"0758",,Actief,Gemeenten,Gemeente,b71a4bb9-89ab-41e2-9d25-8f8c6754afc9,"2014-03-26T10:13:27+00:00"
"41301287-5c86-467d-8afb-7947df0e0b5d",Gemeente,Gemeente,,Bronckhorst,https://www.bronckhorst.nl,test.vng.swc+R@gmail.com,+31 23 4567890,"1876",,Actief,Gemeenten,Gemeente,"41301287-5c86-467d-8afb-7947df0e0b5d","2014-03-26T10:13:27+00:00"
"83034cc8-5c69-42a8-b734-e1428c9dc510",Gemeente,Gemeente,,Brummen,https://www.brummen.nl,test.vng.swc+M@gmail.com,+31 23 4567890,"0213",,Actief,Gemeenten,Gemeente,"83034cc8-5c69-42a8-b734-e1428c9dc510","2014-03-26T10:13:27+00:00"
d3bd1fce-d247-4a9c-93a0-a52c9a89e282,Gemeente,Gemeente,,Brunssum,https://www.brunssum.nl,test.vng.swc+Ben@gmail.com,+31 23 4567890,"0899",,Actief,Gemeenten,Gemeente,d3bd1fce-d247-4a9c-93a0-a52c9a89e282,"2014-03-26T10:13:27+00:00"
afef434c-6ba1-4f92-9cd9-4a59374a7669,Gemeente,Gemeente,,Bunnik,https://www.bunnik.nl,test.vng.swc+M@gmail.com,+31 23 4567890,"0312",,Actief,Gemeenten,Gemeente,afef434c-6ba1-4f92-9cd9-4a59374a7669,"2014-03-26T10:13:27+00:00"
d3bff000-b308-463e-a6cb-bedbec0687c0,Gemeente,Gemeente,,Bunschoten,https://www.bunschoten.nl,test.vng.swc+H@gmail.com,+31 23 4567890,"0313",,Actief,Gemeenten,Gemeente,d3bff000-b308-463e-a6cb-bedbec0687c0,"2014-03-26T10:13:27+00:00"
d7bc0706-2dc7-41b6-9f28-95fe62d20e93,Gemeente,Gemeente,,Buren,https://www.buren.nl,test.vng.swc+Hpe@gmail.com,+31 23 4567890,"0214",,Actief,Gemeenten,Gemeente,d7bc0706-2dc7-41b6-9f28-95fe62d20e93,"2014-03-26T10:13:27+00:00"
"67fb30e3-af7c-45dc-8791-9ba3b03aa704",Gemeente,Gemeente,,Capelle aan den IJssel,,test.vng.swc+H@gmail.com,,"0502",,Actief,Gemeenten,Gemeente,"67fb30e3-af7c-45dc-8791-9ba3b03aa704","2014-03-26T10:13:27+00:00"
b348f59f-9ae3-4e1d-9191-1a98cd15c6cf,Gemeente,Gemeente,,Castricum,https://www.castricum.nl,,,"0383",,Actief,Gemeenten,Gemeente,b348f59f-9ae3-4e1d-9191-1a98cd15c6cf,"2014-03-26T10:13:27+00:00"
"195b04a5-bf8e-4407-9995-dbef720921db",Gemeente,Gemeente,,Coevorden,https://www.coevorden.nl,test.vng.swc+H@gmail.com,+31 23 4567890,"0109",,Actief,Gemeenten,Gemeente,"195b04a5-bf8e-4407-9995-dbef720921db","2014-03-26T10:13:27+00:00"
e28206df-6a65-4d90-8c72-5c7e2ccbf0ed,Gemeente,Gemeente,,Cranendonck,https://www.cranendonck.nl,test.vng.swc+Mas@gmail.com,+31 23 4567890,"1706",,Actief,Gemeenten,Gemeente,e28206df-6a65-4d90-8c72-5c7e2ccbf0ed,"2014-03-26T10:13:27+00:00"
"8687f2d2-dedb-4a65-b90f-c6f3963e7487",Gemeente,Gemeente,,Culemborg,https://www.culemborg.nl,test.vng.swc+K@gmail.com,,"0216",,Actief,Gemeenten,Gemeente,"8687f2d2-dedb-4a65-b90f-c6f3963e7487","2014-03-26T10:13:27+00:00"
e4c6918c-6930-4fec-b814-be0164f26816,Gemeente,Gemeente,,Dalfsen,https://www.dalfsen.nl,test.vng.swc+M@gmail.com,+31 23 4567890,"0148",,Actief,Gemeenten,Gemeente,e4c6918c-6930-4fec-b814-be0164f26816,"2014-03-26T10:13:27+00:00"
"81e0fc01-74f8-4439-b2e5-ee7c957e32ae",Gemeente,Gemeente,,Dantumadiel,https://www.dantumadiel.frl,test.vng.swc+L@gmail.com,+31 23 4567890,"1891",,Actief,Gemeenten,Gemeente,"81e0fc01-74f8-4439-b2e5-ee7c957e32ae","2014-03-26T10:13:27+00:00"
"8d3cd712-dfde-40d9-afcd-d4a841eec50b",Gemeente,Gemeente,,De Bilt,https://www.debilt.nl,test.vng.swc+W@gmail.com,+31 23 4567890,"0310",,Actief,Gemeenten,Gemeente,"8d3cd712-dfde-40d9-afcd-d4a841eec50b","2014-03-26T10:13:27+00:00"
"97a3b6fb-90f7-45cf-ae37-003febf346ef",Gemeente,Gemeente,,De Fryske Marren,https://www.defryskemarren.nl,test.vng.swc+Rob@gmail.com,+31 23 4567890,"1940",,Actief,Gemeenten,Gemeente,"97a3b6fb-90f7-45cf-ae37-003febf346ef","2014-03-26T10:13:27+00:00"
"4eea92fd-7757-46dd-bb2a-7c83a81558bd",Gemeente,Gemeente,,De Ronde Venen,https://www.derondevenen.nl,test.vng.swc+E@gmail.com,+31 23 4567890,"0736",,Actief,Gemeenten,Gemeente,"4eea92fd-7757-46dd-bb2a-7c83a81558bd","2014-03-26T10:13:27+00:00"
"1cd39972-3139-4028-a3eb-ba89613ad699",Gemeente,Gemeente,,De Wolden,,,,"1690",,Actief,Gemeenten,Gemeente,"1cd39972-3139-4028-a3eb-ba89613ad699","2014-03-26T10:13:27+00:00"
e033b25b-3b17-4b55-a1f8-2c40a3ece8a7,Gemeente,Gemeente,,Delft,https://www.delft.nl,test.vng.swc+Eco@gmail.com,+31 23 4567890,"0503",,Actief,Gemeenten,Gemeente,e033b25b-3b17-4b55-a1f8-2c40a3ece8a7,"2014-03-26T10:13:27+00:00"
"9de9d53d-8f18-4ecf-a5d6-3b3ca07e312a",Gemeente,Gemeente,,Den Helder,https://www.denhelder.nl,test.vng.swc+M@gmail.com,+31 23 4567890,"0400",,Actief,Gemeenten,Gemeente,"9de9d53d-8f18-4ecf-a5d6-3b3ca07e312a","2014-03-26T10:13:27+00:00"
"269a3750-61f1-41f0-b03b-e53ab7eb6315",Gemeente,Gemeente,,Deurne,https://www.deurne.nl,test.vng.swc+J@gmail.com,+31 23 4567890,"0762",,Actief,Gemeenten,Gemeente,"269a3750-61f1-41f0-b03b-e53ab7eb6315","2014-03-26T10:13:27+00:00"
"49f17690-c60f-4d1e-844c-4e84d473e39a",Gemeente,Gemeente,,Deventer,,test.vng.swc+Har@gmail.com,+31 23 4567890,"0150",,Actief,Gemeenten,Gemeente,"49f17690-c60f-4d1e-844c-4e84d473e39a","2014-03-26T10:13:27+00:00"
"35537ae8-70b1-4ea8-ae6a-dd9a31e1b3b8",Gemeente,Gemeente,,Diemen,https://www.diemen.nl,,,"0384",,Actief,Gemeenten,Gemeente,"35537ae8-70b1-4ea8-ae6a-dd9a31e1b3b8","2014-03-26T10:13:27+00:00"
"41d71569-c52d-4b3b-bd4c-2dd3bdfcc5c3",Gemeente,Gemeente,,Dijk en Waard,https://www.dijkenwaard.nl,test.vng.swc+R@gmail.com,+31 23 4567890,"1980",,Actief,Gemeenten,Gemeente,"41d71569-c52d-4b3b-bd4c-2dd3bdfcc5c3","2014-03-26T10:13:27+00:00"
"2d073496-5139-4c3a-9c56-c7e4ced8e2ba",Gemeente,Gemeente,,Dinkelland,,test.vng.swc+A@gmail.com,,"1774",,Actief,Gemeenten,Gemeente,"2d073496-5139-4c3a-9c56-c7e4ced8e2ba","2014-03-26T10:13:27+00:00"
"1e5f65a2-1b5d-4124-920b-66b1399d35e4",Gemeente,Gemeente,,Doesburg,https://www.doesburg.nl,test.vng.swc+And@gmail.com,+31 23 4567890,"0221",,Actief,Gemeenten,Gemeente,"1e5f65a2-1b5d-4124-920b-66b1399d35e4","2014-03-26T10:13:27+00:00"
"594c14ea-d309-4e9d-aadc-4bdac7d2584d",Gemeente,Gemeente,,Doetinchem,https://www.doetinchem.nl,test.vng.swc+S@gmail.com,,"0222",,Actief,Gemeenten,Gemeente,"594c14ea-d309-4e9d-aadc-4bdac7d2584d","2014-03-26T10:13:27+00:00"
"26f29531-8849-490d-a7d7-2836e6fd4da3",Gemeente,Gemeente,,Dongen,https://www.dongen.nl,test.vng.swc+Vee@gmail.com,+31 23 4567890,"0766",,Actief,Gemeenten,Gemeente,"26f29531-8849-490d-a7d7-2836e6fd4da3","2014-03-26T10:13:27+00:00"
"27e8436c-c067-4c8f-96c9-34b055b7e795",Gemeente,Gemeente,,Dordrecht,,test.vng.swc+Mlc@gmail.com,+31 23 4567890,"0505",,Actief,Gemeenten,Gemeente,"27e8436c-c067-4c8f-96c9-34b055b7e795","2014-03-26T10:13:27+00:00"
"1a2842d8-711b-4fd9-a225-5149cca9e58d",Gemeente,Gemeente,,Drechterland,,test.vng.swc+Pau@gmail.com,,"0498",,Actief,Gemeenten,Gemeente,"1a2842d8-711b-4fd9-a225-5149cca9e58d","2014-03-26T10:13:27+00:00"
"6257908f-f29b-4b3b-9501-b1ffb71d025a",Gemeente,Gemeente,,Drimmelen,https://www.drimmelen.nl,test.vng.swc+Ade@gmail.com,+31 23 4567890,"1719",,Actief,Gemeenten,Gemeente,"6257908f-f29b-4b3b-9501-b1ffb71d025a","2014-03-26T10:13:27+00:00"
"8908e84f-8ac2-41be-8cd8-95adbacf48df",Gemeente,Gemeente,,Dronten,https://www.dronten.nl,test.vng.swc+M@gmail.com,+31 23 4567890,"0303",,Actief,Gemeenten,Gemeente,"8908e84f-8ac2-41be-8cd8-95adbacf48df","2014-03-26T10:13:27+00:00"
f7315496-8c82-49f8-9c1e-f2663261f274,Gemeente,Gemeente,,Druten,https://druten.nl,test.vng.swc+Awa@gmail.com,+31 23 4567890,"0225",,Actief,Gemeenten,Gemeente,f7315496-8c82-49f8-9c1e-f2663261f274,"2014-03-26T10:13:27+00:00"
"0830b6df-4965-4306-97f4-5d0e15b165a0",Gemeente,Gemeente,,Duiven,https://www.riddeliemers.nl,test.vng.swc+B@gmail.com,+31 23 4567890,"0226",,Actief,Gemeenten,Gemeente,"0830b6df-4965-4306-97f4-5d0e15b165a0","2014-03-26T10:13:27+00:00"
"8e2be4d7-6f71-4138-9725-350ca5f5370d",Gemeente,Gemeente,,Echt-Susteren,https://www.echt-susteren.nl,test.vng.swc+M@gmail.com,+31 23 4567890,"1711",,Actief,Gemeenten,Gemeente,"8e2be4d7-6f71-4138-9725-350ca5f5370d","2014-03-26T10:13:27+00:00"
daa59355-5ba2-47d7-89e1-637c53838f70,Gemeente,Gemeente,,Edam-Volendam,https://www.edam-volendam.nl,test.vng.swc+N@gmail.com,+31 23 4567890,"0385",,Actief,Gemeenten,Gemeente,daa59355-5ba2-47d7-89e1-637c53838f70,"2014-03-26T10:13:27+00:00"
"8e0e04d8-8574-4a5e-9505-49dfbde3ad3a",Gemeente,Gemeente,,Ede,https://www.ede.nl,test.vng.swc+Eri@gmail.com,+31 23 4567890,"0228",,Actief,Gemeenten,Gemeente,"8e0e04d8-8574-4a5e-9505-49dfbde3ad3a","2014-03-26T10:13:27+00:00"
"769b4359-b891-4198-b924-86e1bb7f6cdd",Gemeente,Gemeente,,Eemnes,,test.vng.swc+Ruu@gmail.com,,"0317",,Actief,Gemeenten,Gemeente,"769b4359-b891-4198-b924-86e1bb7f6cdd","2014-03-26T10:13:27+00:00"
a052957f-2cd0-4a80-87ca-00a54ebe85fc,Gemeente,Gemeente,,Eemsdelta,https://www.eemsdelta.nl,test.vng.swc+Inf@gmail.com,+31 23 4567890,"1979",,Actief,Gemeenten,Gemeente,a052957f-2cd0-4a80-87ca-00a54ebe85fc,"2021-01-05T14:52:58+00:00"
cc4f25f3-b3cf-4f42-8923-07b77a12bb8f,Gemeente,Gemeente,,Eersel,https://eersel.nl,test.vng.swc+K@gmail.com,,"0770",,Actief,Gemeenten,Gemeente,cc4f25f3-b3cf-4f42-8923-07b77a12bb8f,"2014-03-26T10:13:27+00:00"
"6a706348-e2e7-41fe-b9b6-24ccf4c37cc1",Gemeente,Gemeente,,Eijsden-Margraten,https://www.eijsden-margraten.nl,test.vng.swc+Jim@gmail.com,+31 23 4567890,"1903",,Actief,Gemeenten,Gemeente,"6a706348-e2e7-41fe-b9b6-24ccf4c37cc1","2014-03-26T10:13:27+00:00"
"0889ef9c-e5b4-4ef1-a92a-bb31f8562073",Gemeente,Gemeente,,Eindhoven,https://eindhoven.nl,test.vng.swc+L@gmail.com,+31 23 4567890,"0772",,Actief,Gemeenten,Gemeente,"0889ef9c-e5b4-4ef1-a92a-bb31f8562073","2014-03-26T10:13:27+00:00"
"177e9e85-87e5-4a3c-bad4-b78b2f6c3887",Gemeente,Gemeente,,Elburg,https://www.elburg.nl,test.vng.swc+Vla@gmail.com,+31 23 4567890,"0230",,Actief,Gemeenten,Gemeente,"177e9e85-87e5-4a3c-bad4-b78b2f6c3887","2014-03-26T10:13:27+00:00"
"4d385e00-86bb-423e-86dc-1ec0629b5200",Gemeente,Gemeente,,Emmen,https://www.emmen.nl,test.vng.swc+P@gmail.com,+31 23 4567890,"0114",,Actief,Gemeenten,Gemeente,"4d385e00-86bb-423e-86dc-1ec0629b5200","2014-03-26T10:13:27+00:00"
